alert_id,soc_id,timestamp,severity,asset_id,asset_criticality,alert_type,detection_rule,status,assigned_analyst
ALT-003595,SOC-ALPHA,2026-06-27 19:11:00,Medium,AST-0085,High,DET-T1190-Exploit_Public-Facing_Application_44,RUL-044,Closed,ANL-013
ALT-003602,SOC-ALPHA,2026-07-16 11:40:00,Low,AST-0457,Low,DET-T1059-Command_and_Scripting_Interpreter_16,RUL-016,Under Review,ANL-002
ALT-003615,SOC-ALPHA,2026-07-31 08:55:00,High,AST-0110,High,DET-T1078-Valid_Accounts_45,RUL-045,Closed,ANL-022
ALT-003616,SOC-ALPHA,2026-06-17 17:48:00,Medium,AST-0164,High,DET-T1190-Exploit_Public-Facing_Application_14,RUL-014,Closed,ANL-010
ALT-003622,SOC-ALPHA,2026-08-29 21:01:00,Critical,AST-0298,Medium,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-006
ALT-003647,SOC-ALPHA,2026-08-19 13:36:00,Low,AST-0024,Critical,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-015
ALT-003649,SOC-ALPHA,2026-07-25 11:00:00,Medium,AST-0184,Medium,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-001
ALT-003658,SOC-ALPHA,2026-06-25 01:01:00,Critical,AST-0144,High,DET-T1110-Brute_Force_38,RUL-038,Under Review,ANL-010
ALT-003695,SOC-ALPHA,2026-08-16 12:28:00,Low,AST-0268,Medium,DET-T1070-Indicator_Removal_on_Host_09,RUL-009,Closed,ANL-009
ALT-003698,SOC-ALPHA,2026-07-27 00:03:00,Low,AST-0350,Medium,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-003
ALT-003757,SOC-ALPHA,2026-06-18 19:50:00,Medium,AST-0290,Medium,DET-T1562-Impair_Defenses_67,RUL-067,Closed,ANL-006
ALT-003792,SOC-ALPHA,2026-08-27 19:41:00,Low,AST-0050,Critical,DET-T1046-Network_Service_Discovery_36,RUL-036,Closed,ANL-014
ALT-003795,SOC-ALPHA,2026-06-18 17:05:00,High,AST-0435,Low,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-018
ALT-003802,SOC-BETA,2026-08-09 05:32:00,High,AST-0132,High,DET-T1078-Valid_Accounts_90,RUL-090,Closed,ANL-029
ALT-003803,SOC-BETA,2026-06-18 17:18:00,High,AST-0002,Critical,DET-T1070-Indicator_Removal_on_Host_24,RUL-024,Closed,ANL-034
ALT-003808,SOC-BETA,2026-06-25 23:15:00,High,AST-0043,Critical,DET-T1055-Process_Injection_87,RUL-087,Closed,ANL-038
ALT-003809,SOC-BETA,2026-08-13 14:20:00,Medium,AST-0267,Medium,DET-T1021-Remote_Services_49,RUL-049,Closed,ANL-029
ALT-003812,SOC-BETA,2026-06-13 11:49:00,Critical,AST-0098,High,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-036
ALT-003816,SOC-BETA,2026-07-02 00:32:00,Medium,AST-0164,High,DET-T1562-Impair_Defenses_67,RUL-067,Closed,ANL-040
ALT-003817,SOC-BETA,2026-08-08 06:06:00,High,AST-0062,High,DET-T1090-Proxy_73,RUL-073,Closed,ANL-030
ALT-003818,SOC-BETA,2026-08-01 00:18:00,High,AST-0352,Medium,DET-T1046-Network_Service_Discovery_21,RUL-021,Closed,ANL-025
ALT-003822,SOC-BETA,2026-07-16 18:47:00,High,AST-0139,High,DET-T1566-Phishing_77,RUL-077,Closed,ANL-035
ALT-003824,SOC-BETA,2026-07-29 17:57:00,High,AST-0136,High,DET-T1053-Scheduled_Task/Job_18,RUL-018,Closed,ANL-035
ALT-003826,SOC-BETA,2026-08-06 13:37:00,Critical,AST-0320,Medium,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-024
ALT-003828,SOC-BETA,2026-07-24 06:39:00,High,AST-0002,Critical,DET-T1059-Command_and_Scripting_Interpreter_31,RUL-031,Closed,ANL-037
ALT-003833,SOC-BETA,2026-09-10 08:26:00,Critical,AST-0408,Low,DET-T1190-Exploit_Public-Facing_Application_29,RUL-029,Closed,ANL-040
ALT-003881,SOC-BETA,2026-06-17 07:34:00,Low,AST-0028,Critical,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-031
ALT-003885,SOC-BETA,2026-08-28 09:07:00,Critical,AST-0002,Critical,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-040
ALT-003925,SOC-BETA,2026-08-01 09:39:00,Medium,AST-0350,Medium,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-038
ALT-003938,SOC-BETA,2026-08-29 21:54:00,Low,AST-0237,Medium,DET-T1053-Scheduled_Task/Job_93,RUL-093,Closed,ANL-025
ALT-003944,SOC-BETA,2026-08-08 16:39:00,High,AST-0483,Low,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-036
ALT-003959,SOC-BETA,2026-07-03 19:25:00,Medium,AST-0001,Critical,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-032
ALT-004046,SOC-BETA,2026-07-07 18:38:00,Low,AST-0381,Low,DET-T1053-Scheduled_Task/Job_33,RUL-033,Closed,ANL-034
ALT-004055,SOC-BETA,2026-08-24 23:21:00,High,AST-0097,High,DET-T1566-Phishing_62,RUL-062,Closed,ANL-034
ALT-004068,SOC-BETA,2026-09-06 01:08:00,High,AST-0162,High,DET-T1046-Network_Service_Discovery_81,RUL-081,Closed,ANL-028
ALT-004080,SOC-BETA,2026-07-06 07:55:00,Low,AST-0151,High,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-027
ALT-004083,SOC-BETA,2026-07-15 02:37:00,Low,AST-0498,Low,DET-T1566-Phishing_77,RUL-077,Closed,ANL-024
ALT-004107,SOC-BETA,2026-07-04 19:07:00,Medium,AST-0404,Low,DET-T1110-Brute_Force_53,RUL-053,Closed,ANL-032
ALT-004118,SOC-BETA,2026-07-21 02:03:00,High,AST-0144,High,DET-T1070-Indicator_Removal_on_Host_09,RUL-009,Closed,ANL-030
ALT-004122,SOC-BETA,2026-07-10 23:44:00,Medium,AST-0207,Medium,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-029
ALT-004136,SOC-BETA,2026-09-08 11:53:00,Low,AST-0267,Medium,DET-T1190-Exploit_Public-Facing_Application_14,RUL-014,Closed,ANL-033
ALT-004148,SOC-BETA,2026-06-28 19:53:00,High,AST-0120,High,DET-T1486-Data_Encrypted_for_Impact_41,RUL-041,Closed,ANL-026
ALT-004211,SOC-BETA,2026-06-12 09:37:00,Critical,AST-0182,Medium,DET-T1070-Indicator_Removal_on_Host_99,RUL-099,Closed,ANL-026
ALT-004242,SOC-BETA,2026-07-13 03:21:00,High,AST-0058,High,DET-T1055-Process_Injection_72,RUL-072,Closed,ANL-023
ALT-004278,SOC-BETA,2026-08-05 11:48:00,Low,AST-0001,Critical,DET-T1566-Phishing_92,RUL-092,Closed,ANL-029
ALT-004299,SOC-BETA,2026-07-30 11:10:00,Low,AST-0105,High,DET-T1055-Process_Injection_57,RUL-057,Under Review,ANL-028
ALT-004303,SOC-BETA,2026-08-15 09:17:00,High,AST-0168,High,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-024
ALT-004329,SOC-BETA,2026-08-01 13:09:00,Low,AST-0334,Medium,DET-T1070-Indicator_Removal_on_Host_99,RUL-099,Closed,ANL-027
ALT-004345,SOC-BETA,2026-09-02 13:00:00,Critical,AST-0023,Critical,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-025
ALT-004366,SOC-BETA,2026-06-18 11:52:00,Medium,AST-0316,Medium,DET-T1059-Command_and_Scripting_Interpreter_76,RUL-076,Closed,ANL-026
ALT-004382,SOC-BETA,2026-07-03 02:37:00,High,AST-0162,High,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-027
ALT-004395,SOC-BETA,2026-09-04 00:50:00,High,AST-0126,High,DET-T1486-Data_Encrypted_for_Impact_11,RUL-011,Closed,ANL-030
ALT-004407,SOC-BETA,2026-06-19 01:46:00,Medium,AST-0209,Medium,DET-T1053-Scheduled_Task/Job_48,RUL-048,Under Review,ANL-026
ALT-004414,SOC-BETA,2026-07-19 11:04:00,High,AST-0077,High,DET-T1567-Exfiltration_Over_Web_Service_40,RUL-040,Closed,ANL-025
ALT-004417,SOC-BETA,2026-09-04 00:43:00,Medium,AST-0121,High,DET-T1486-Data_Encrypted_for_Impact_11,RUL-011,Closed,ANL-030
ALT-004425,SOC-BETA,2026-08-03 05:38:00,Medium,AST-0250,Medium,DET-T1078-Valid_Accounts_90,RUL-090,Closed,ANL-031
ALT-004434,SOC-BETA,2026-09-07 18:13:00,Medium,AST-0408,Low,DET-T1562-Impair_Defenses_52,RUL-052,Closed,ANL-039
ALT-004452,SOC-BETA,2026-06-22 13:54:00,Low,AST-0432,Low,DET-T1070-Indicator_Removal_on_Host_54,RUL-054,Closed,ANL-038
ALT-004480,SOC-BETA,2026-08-08 04:29:00,Medium,AST-0287,Medium,DET-T1562-Impair_Defenses_82,RUL-082,Under Review,ANL-024
ALT-004490,SOC-BETA,2026-07-10 07:31:00,Medium,AST-0244,Medium,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-032
ALT-004491,SOC-BETA,2026-07-15 00:28:00,High,AST-0159,High,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-026
ALT-004583,SOC-BETA,2026-09-09 07:49:00,Low,AST-0439,Low,DET-T1055-Process_Injection_87,RUL-087,Closed,ANL-033
ALT-004588,SOC-BETA,2026-07-29 04:55:00,Medium,AST-0395,Low,DET-T1090-Proxy_88,RUL-088,Under Review,ANL-037
ALT-004590,SOC-BETA,2026-06-20 03:22:00,Low,AST-0007,Critical,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-031
ALT-004610,SOC-BETA,2026-08-23 01:22:00,Medium,AST-0427,Low,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-023
ALT-004630,SOC-BETA,2026-07-10 06:07:00,Medium,AST-0277,Medium,DET-T1090-Proxy_73,RUL-073,Closed,ANL-028
ALT-004641,SOC-BETA,2026-07-30 14:46:00,Low,AST-0488,Low,DET-T1566-Phishing_02,RUL-002,Closed,ANL-033
ALT-004666,SOC-BETA,2026-06-29 22:14:00,Low,AST-0192,Medium,DET-T1562-Impair_Defenses_97,RUL-097,Closed,ANL-036
ALT-004672,SOC-BETA,2026-07-02 07:36:00,Low,AST-0340,Medium,DET-T1046-Network_Service_Discovery_81,RUL-081,Closed,ANL-031
ALT-004777,SOC-BETA,2026-07-24 06:16:00,Low,AST-0490,Low,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-026
ALT-004781,SOC-BETA,2026-07-24 22:45:00,High,AST-0136,High,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-026
ALT-004796,SOC-BETA,2026-07-17 17:08:00,High,AST-0142,High,DET-T1566-Phishing_92,RUL-092,Closed,ANL-039
ALT-004839,SOC-BETA,2026-07-05 04:37:00,Critical,AST-0117,High,DET-T1046-Network_Service_Discovery_81,RUL-081,Closed,ANL-024
ALT-004872,SOC-BETA,2026-07-08 17:17:00,Medium,AST-0451,Low,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-034
ALT-004912,SOC-BETA,2026-08-26 17:42:00,Medium,AST-0098,High,DET-T1090-Proxy_73,RUL-073,Under Review,ANL-023
ALT-004952,SOC-BETA,2026-08-21 13:48:00,Medium,AST-0017,Critical,DET-T1078-Valid_Accounts_60,RUL-060,Closed,ANL-023
ALT-005050,SOC-BETA,2026-07-26 13:08:00,Low,AST-0389,Low,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-038
ALT-005063,SOC-BETA,2026-08-23 05:40:00,Critical,AST-0288,Medium,DET-T1053-Scheduled_Task/Job_93,RUL-093,Closed,ANL-030
ALT-005068,SOC-BETA,2026-08-17 11:46:00,High,AST-0143,High,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-038
ALT-005116,SOC-BETA,2026-06-19 18:31:00,High,AST-0372,Low,DET-T1046-Network_Service_Discovery_06,RUL-006,Closed,ANL-023
ALT-005141,SOC-BETA,2026-06-28 15:08:00,Medium,AST-0029,Critical,DET-T1110-Brute_Force_53,RUL-053,Closed,ANL-034
ALT-005162,SOC-BETA,2026-09-09 22:30:00,Low,AST-0417,Low,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-025
ALT-005166,SOC-BETA,2026-08-27 18:43:00,Low,AST-0110,High,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-030
ALT-005168,SOC-BETA,2026-08-20 07:01:00,High,AST-0039,Critical,DET-T1090-Proxy_58,RUL-058,Closed,ANL-031
ALT-005171,SOC-BETA,2026-08-02 11:46:00,High,AST-0069,High,DET-T1190-Exploit_Public-Facing_Application_14,RUL-014,Closed,ANL-032
ALT-005186,SOC-BETA,2026-07-18 08:37:00,Medium,AST-0335,Medium,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-025
ALT-005219,SOC-BETA,2026-06-24 14:44:00,High,AST-0143,High,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-031
ALT-005225,SOC-BETA,2026-07-14 04:38:00,Low,AST-0308,Medium,DET-T1566-Phishing_32,RUL-032,Closed,ANL-023
ALT-005241,SOC-BETA,2026-07-21 19:05:00,High,AST-0146,High,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-039
ALT-005242,SOC-BETA,2026-08-19 10:32:00,Low,AST-0380,Low,DET-T1059-Command_and_Scripting_Interpreter_76,RUL-076,Closed,ANL-023
ALT-005260,SOC-BETA,2026-09-05 06:54:00,High,AST-0070,High,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-037
ALT-005266,SOC-BETA,2026-07-02 23:32:00,Low,AST-0155,High,DET-T1059-Command_and_Scripting_Interpreter_76,RUL-076,Closed,ANL-037
ALT-005272,SOC-BETA,2026-07-16 00:16:00,Low,AST-0198,Medium,DET-T1046-Network_Service_Discovery_36,RUL-036,Closed,ANL-033
ALT-005315,SOC-BETA,2026-09-05 21:18:00,High,AST-0045,Critical,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-031
ALT-005320,SOC-BETA,2026-07-29 02:53:00,High,AST-0093,High,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-027
ALT-005348,SOC-BETA,2026-06-17 07:02:00,High,AST-0075,High,DET-T1059-Command_and_Scripting_Interpreter_01,RUL-001,Closed,ANL-028
ALT-005366,SOC-BETA,2026-08-23 05:46:00,Low,AST-0026,Critical,DET-T1021-Remote_Services_04,RUL-004,Closed,ANL-031
ALT-005396,SOC-BETA,2026-08-16 12:00:00,High,AST-0169,High,DET-T1078-Valid_Accounts_60,RUL-060,Closed,ANL-032
ALT-005408,SOC-BETA,2026-08-14 22:07:00,High,AST-0123,High,DET-T1567-Exfiltration_Over_Web_Service_40,RUL-040,Closed,ANL-032
ALT-005420,SOC-BETA,2026-07-22 17:41:00,Critical,AST-0063,High,DET-T1562-Impair_Defenses_67,RUL-067,Closed,ANL-036
ALT-005433,SOC-BETA,2026-08-06 03:14:00,Critical,AST-0038,Critical,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-036
ALT-005518,SOC-BETA,2026-07-31 01:21:00,Medium,AST-0160,High,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-037
ALT-005541,SOC-BETA,2026-06-29 03:23:00,Low,AST-0496,Low,DET-T1059-Command_and_Scripting_Interpreter_16,RUL-016,Closed,ANL-039
ALT-005583,SOC-BETA,2026-08-21 16:04:00,Low,AST-0236,Medium,DET-T1078-Valid_Accounts_90,RUL-090,Closed,ANL-036
ALT-005614,SOC-BETA,2026-09-02 16:27:00,Low,AST-0205,Medium,DET-T1110-Brute_Force_68,RUL-068,Closed,ANL-027
ALT-005626,SOC-BETA,2026-07-26 17:06:00,Medium,AST-0461,Low,DET-T1486-Data_Encrypted_for_Impact_71,RUL-071,Closed,ANL-037
ALT-005628,SOC-BETA,2026-09-04 10:34:00,Medium,AST-0173,Medium,DET-T1078-Valid_Accounts_30,RUL-030,Closed,ANL-033
ALT-005649,SOC-BETA,2026-06-23 18:52:00,Critical,AST-0500,Low,DET-T1053-Scheduled_Task/Job_48,RUL-048,Closed,ANL-034
ALT-005660,SOC-BETA,2026-06-15 09:12:00,Critical,AST-0134,High,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-033
ALT-005681,SOC-BETA,2026-07-02 09:23:00,Medium,AST-0149,High,DET-T1055-Process_Injection_42,RUL-042,Closed,ANL-025
ALT-005685,SOC-BETA,2026-08-20 18:52:00,Medium,AST-0195,Medium,DET-T1486-Data_Encrypted_for_Impact_41,RUL-041,Closed,ANL-040
ALT-005707,SOC-BETA,2026-08-10 00:06:00,Medium,AST-0357,Medium,DET-T1562-Impair_Defenses_67,RUL-067,Closed,ANL-026
ALT-005716,SOC-BETA,2026-06-16 16:28:00,Medium,AST-0135,High,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-023
ALT-005723,SOC-BETA,2026-09-08 04:28:00,Low,AST-0330,Medium,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-031
ALT-005726,SOC-BETA,2026-07-23 06:51:00,Medium,AST-0194,Medium,DET-T1053-Scheduled_Task/Job_03,RUL-003,Closed,ANL-036
ALT-005727,SOC-BETA,2026-06-25 12:08:00,Low,AST-0175,Medium,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-024
ALT-005740,SOC-BETA,2026-09-04 22:04:00,High,AST-0042,Critical,DET-T1070-Indicator_Removal_on_Host_39,RUL-039,Closed,ANL-040
ALT-005746,SOC-BETA,2026-08-07 16:54:00,High,AST-0112,High,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-031
ALT-005782,SOC-BETA,2026-07-16 17:10:00,High,AST-0101,High,DET-T1053-Scheduled_Task/Job_78,RUL-078,Closed,ANL-025
ALT-005792,SOC-BETA,2026-07-23 11:06:00,Low,AST-0026,Critical,DET-T1053-Scheduled_Task/Job_78,RUL-078,Closed,ANL-032
ALT-005861,SOC-BETA,2026-09-05 01:43:00,Low,AST-0338,Medium,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-030
ALT-005869,SOC-BETA,2026-08-07 20:04:00,Medium,AST-0425,Low,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Under Review,ANL-023
ALT-005928,SOC-BETA,2026-07-21 10:21:00,High,AST-0074,High,DET-T1059-Command_and_Scripting_Interpreter_16,RUL-016,Closed,ANL-028
ALT-005945,SOC-BETA,2026-06-28 21:23:00,Low,AST-0013,Critical,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-037
ALT-005949,SOC-BETA,2026-06-19 07:21:00,Low,AST-0117,High,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Under Review,ANL-030
ALT-005952,SOC-BETA,2026-07-13 17:32:00,Medium,AST-0105,High,DET-T1021-Remote_Services_49,RUL-049,Closed,ANL-030
ALT-005961,SOC-BETA,2026-09-09 03:49:00,Medium,AST-0171,Medium,DET-T1566-Phishing_77,RUL-077,Closed,ANL-032
ALT-005971,SOC-BETA,2026-07-20 03:09:00,Medium,AST-0153,High,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-032
ALT-005973,SOC-BETA,2026-07-08 03:54:00,High,AST-0244,Medium,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-032
ALT-005987,SOC-BETA,2026-07-05 02:21:00,Low,AST-0250,Medium,DET-T1566-Phishing_02,RUL-002,Closed,ANL-025
ALT-006028,SOC-BETA,2026-06-13 02:27:00,Medium,AST-0025,Critical,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-027
ALT-006031,SOC-BETA,2026-08-26 20:06:00,High,AST-0134,High,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-035
ALT-006035,SOC-BETA,2026-06-29 03:21:00,Medium,AST-0175,Medium,DET-T1055-Process_Injection_72,RUL-072,Closed,ANL-035
ALT-006058,SOC-BETA,2026-07-23 05:25:00,High,AST-0135,High,DET-T1566-Phishing_62,RUL-062,Closed,ANL-024
ALT-006081,SOC-BETA,2026-08-12 14:31:00,Critical,AST-0494,Low,DET-T1059-Command_and_Scripting_Interpreter_61,RUL-061,Closed,ANL-039
ALT-006115,SOC-BETA,2026-07-15 13:19:00,High,AST-0118,High,DET-T1059-Command_and_Scripting_Interpreter_16,RUL-016,Closed,ANL-023
ALT-006126,SOC-BETA,2026-09-06 21:55:00,High,AST-0029,Critical,DET-T1567-Exfiltration_Over_Web_Service_10,RUL-010,Closed,ANL-024
ALT-006130,SOC-BETA,2026-07-27 08:05:00,High,AST-0043,Critical,DET-T1566-Phishing_62,RUL-062,Closed,ANL-034
ALT-006149,SOC-BETA,2026-07-13 04:15:00,High,AST-0126,High,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-030
ALT-006187,SOC-BETA,2026-06-18 00:56:00,Critical,AST-0074,High,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-034
ALT-006246,SOC-BETA,2026-07-19 19:00:00,Medium,AST-0321,Medium,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-029
ALT-006286,SOC-BETA,2026-09-03 23:24:00,Low,AST-0477,Low,DET-T1070-Indicator_Removal_on_Host_99,RUL-099,Closed,ANL-028
ALT-006303,SOC-BETA,2026-06-22 10:27:00,Low,AST-0043,Critical,DET-T1566-Phishing_32,RUL-032,Closed,ANL-040
ALT-006358,SOC-BETA,2026-07-01 00:17:00,Low,AST-0493,Low,DET-T1110-Brute_Force_98,RUL-098,Closed,ANL-030
ALT-006364,SOC-BETA,2026-07-12 22:10:00,Low,AST-0016,Critical,DET-T1078-Valid_Accounts_30,RUL-030,Closed,ANL-037
ALT-006366,SOC-BETA,2026-08-29 20:34:00,Medium,AST-0341,Medium,DET-T1110-Brute_Force_08,RUL-008,Closed,ANL-036
ALT-006397,SOC-BETA,2026-09-03 12:37:00,High,AST-0057,High,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-032
ALT-006403,SOC-BETA,2026-07-20 17:59:00,High,AST-0149,High,DET-T1567-Exfiltration_Over_Web_Service_10,RUL-010,Closed,ANL-040
ALT-006434,SOC-BETA,2026-09-05 22:29:00,High,AST-0089,High,DET-T1046-Network_Service_Discovery_81,RUL-081,Closed,ANL-032
ALT-006448,SOC-BETA,2026-08-05 17:08:00,Critical,AST-0042,Critical,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Closed,ANL-027
ALT-006490,SOC-BETA,2026-07-10 17:28:00,Medium,AST-0465,Low,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-029
ALT-006494,SOC-BETA,2026-08-08 00:27:00,High,AST-0151,High,DET-T1486-Data_Encrypted_for_Impact_26,RUL-026,Closed,ANL-023
ALT-006511,SOC-BETA,2026-08-26 03:32:00,High,AST-0035,Critical,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-029
ALT-006588,SOC-BETA,2026-07-30 18:49:00,Medium,AST-0200,Medium,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-029
ALT-006602,SOC-BETA,2026-06-16 04:20:00,High,AST-0022,Critical,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-037
ALT-006627,SOC-BETA,2026-06-28 22:45:00,High,AST-0003,Critical,DET-T1059-Command_and_Scripting_Interpreter_01,RUL-001,Closed,ANL-035
ALT-006635,SOC-BETA,2026-06-27 07:30:00,Medium,AST-0135,High,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-023
ALT-006644,SOC-BETA,2026-08-27 01:40:00,Medium,AST-0414,Low,DET-T1078-Valid_Accounts_90,RUL-090,Under Review,ANL-037
ALT-006648,SOC-BETA,2026-07-21 23:30:00,Low,AST-0488,Low,DET-T1055-Process_Injection_12,RUL-012,Closed,ANL-025
ALT-006650,SOC-BETA,2026-07-27 20:35:00,Low,AST-0383,Low,DET-T1059-Command_and_Scripting_Interpreter_01,RUL-001,Closed,ANL-039
ALT-006659,SOC-BETA,2026-06-19 22:27:00,Medium,AST-0310,Medium,DET-T1190-Exploit_Public-Facing_Application_14,RUL-014,Closed,ANL-038
ALT-006661,SOC-BETA,2026-08-15 20:42:00,Low,AST-0243,Medium,DET-T1090-Proxy_13,RUL-013,Closed,ANL-037
ALT-006670,SOC-BETA,2026-08-09 20:56:00,Medium,AST-0153,High,DET-T1562-Impair_Defenses_22,RUL-022,Closed,ANL-023
ALT-006712,SOC-BETA,2026-09-04 16:19:00,Medium,AST-0167,High,DET-T1190-Exploit_Public-Facing_Application_44,RUL-044,Closed,ANL-023
ALT-006732,SOC-BETA,2026-09-01 14:25:00,Critical,AST-0012,Critical,DET-T1566-Phishing_47,RUL-047,Closed,ANL-027
ALT-006790,SOC-BETA,2026-08-14 02:11:00,High,AST-0393,Low,DET-T1055-Process_Injection_87,RUL-087,Closed,ANL-040
ALT-006795,SOC-BETA,2026-07-13 15:58:00,Critical,AST-0010,Critical,DET-T1090-Proxy_28,RUL-028,Closed,ANL-023
ALT-006801,SOC-BETA,2026-09-02 14:21:00,High,AST-0208,Medium,DET-T1090-Proxy_28,RUL-028,Closed,ANL-028
ALT-006802,SOC-BETA,2026-07-13 06:38:00,High,AST-0048,Critical,DET-T1021-Remote_Services_04,RUL-004,Closed,ANL-023
ALT-006820,SOC-BETA,2026-08-07 15:02:00,Low,AST-0185,Medium,DET-T1055-Process_Injection_42,RUL-042,Closed,ANL-026
ALT-006827,SOC-BETA,2026-07-20 02:48:00,Critical,AST-0004,Critical,DET-T1021-Remote_Services_04,RUL-004,Closed,ANL-030
ALT-006863,SOC-BETA,2026-09-03 09:20:00,High,AST-0010,Critical,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-034
ALT-006891,SOC-BETA,2026-08-26 19:43:00,Low,AST-0059,High,DET-T1046-Network_Service_Discovery_06,RUL-006,Closed,ANL-034
ALT-006910,SOC-BETA,2026-09-02 04:50:00,High,AST-0161,High,DET-T1566-Phishing_77,RUL-077,Closed,ANL-040
ALT-006934,SOC-BETA,2026-06-23 12:19:00,Medium,AST-0378,Low,DET-T1046-Network_Service_Discovery_81,RUL-081,Closed,ANL-038
ALT-006940,SOC-BETA,2026-07-30 21:18:00,Medium,AST-0450,Low,DET-T1078-Valid_Accounts_60,RUL-060,Closed,ANL-025
ALT-006995,SOC-BETA,2026-08-07 19:00:00,Medium,AST-0190,Medium,DET-T1046-Network_Service_Discovery_66,RUL-066,Closed,ANL-029
ALT-007067,SOC-BETA,2026-07-04 06:57:00,Critical,AST-0145,High,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-023
ALT-007085,SOC-BETA,2026-07-13 06:05:00,Low,AST-0324,Medium,DET-T1078-Valid_Accounts_60,RUL-060,Closed,ANL-031
ALT-007094,SOC-BETA,2026-06-16 07:53:00,Low,AST-0475,Low,DET-T1190-Exploit_Public-Facing_Application_14,RUL-014,Closed,ANL-033
ALT-007114,SOC-BETA,2026-08-08 03:36:00,Medium,AST-0088,High,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-035
ALT-007152,SOC-BETA,2026-06-14 11:56:00,Medium,AST-0462,Low,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-032
