investigation_id,alert_id,analyst_id,started_at,closed_at,investigation_duration,investigation_notes,evidence_count,artifacts_collected,closure_reason,escalated
INV-02361,ALT-004068,ANL-028,2026-09-06 01:25:00,2026-09-06 01:27:18,2.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,1,False Positive,No
INV-02369,ALT-004080,ANL-027,2026-07-06 08:02:00,2026-07-06 08:03:54,1.9,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02392,ALT-004118,ANL-030,2026-07-21 02:08:00,2026-07-21 02:09:30,1.5,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02401,ALT-004136,ANL-033,2026-09-08 12:04:00,2026-09-08 12:05:30,1.5,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02408,ALT-004148,ANL-026,2026-06-28 20:10:00,2026-06-28 20:12:42,2.7,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-02447,ALT-004211,ANL-026,2026-06-12 09:48:00,2026-06-12 09:49:18,1.3,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-02470,ALT-004242,ANL-023,2026-07-13 03:44:00,2026-07-13 03:47:06,3.1,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-02512,ALT-004299,ANL-028,2026-07-30 11:25:00,2026-07-30 11:27:24,2.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-02513,ALT-004303,ANL-024,2026-08-15 09:25:00,2026-08-15 09:27:00,2.0,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,Benign True Positive,No
INV-02529,ALT-004329,ANL-027,2026-08-01 13:22:00,2026-08-01 13:23:42,1.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02536,ALT-004345,ANL-025,2026-09-02 13:18:00,2026-09-02 13:19:30,1.5,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-02556,ALT-004382,ANL-027,2026-07-03 02:57:00,2026-07-03 02:58:24,1.4,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,1,False Positive,No
INV-02564,ALT-004395,ANL-030,2026-09-04 00:57:00,2026-09-04 00:59:06,2.1,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-02571,ALT-004407,ANL-026,2026-06-19 01:58:00,2026-06-19 01:59:42,1.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02575,ALT-004414,ANL-025,2026-07-19 11:26:00,2026-07-19 11:28:18,2.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02580,ALT-004425,ANL-031,2026-08-03 05:45:00,2026-08-03 05:46:12,1.2,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02608,ALT-004491,ANL-026,2026-07-15 00:42:00,2026-07-15 00:43:24,1.4,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,1,False Positive,No
INV-02681,ALT-004610,ANL-023,2026-08-23 01:34:00,2026-08-23 01:36:18,2.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02697,ALT-004641,ANL-033,2026-07-30 14:58:00,2026-07-30 15:00:24,2.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,0,False Positive,No
INV-02789,ALT-004781,ANL-026,2026-07-24 23:10:00,2026-07-24 23:13:06,3.1,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02801,ALT-004796,ANL-039,2026-07-17 17:10:00,2026-07-17 17:11:24,1.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,1,False Positive,No
INV-02831,ALT-004839,ANL-024,2026-07-05 04:51:00,2026-07-05 04:53:36,2.6,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02850,ALT-004872,ANL-034,2026-07-08 17:23:00,2026-07-08 17:26:12,3.2,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-02874,ALT-004912,ANL-023,2026-08-26 17:46:00,2026-08-26 17:48:18,2.3,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-02894,ALT-004952,ANL-023,2026-08-21 14:06:00,2026-08-21 14:08:54,2.9,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,Benign True Positive,No
INV-02955,ALT-005050,ANL-038,2026-07-26 13:26:00,2026-07-26 13:29:24,3.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,1,Benign True Positive,No
INV-02965,ALT-005063,ANL-030,2026-08-23 05:56:00,2026-08-23 05:59:18,3.3,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-02970,ALT-005068,ANL-038,2026-08-17 12:06:00,2026-08-17 12:09:36,3.6,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-02999,ALT-005116,ANL-023,2026-06-19 18:47:00,2026-06-19 18:49:42,2.7,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03026,ALT-005166,ANL-030,2026-08-27 19:03:00,2026-08-27 19:06:06,3.1,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03027,ALT-005168,ANL-031,2026-08-20 07:03:00,2026-08-20 07:06:36,3.6,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03029,ALT-005171,ANL-032,2026-08-02 12:09:00,2026-08-02 12:11:18,2.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03056,ALT-005219,ANL-031,2026-06-24 14:55:00,2026-06-24 14:56:12,1.2,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,Benign True Positive,No
INV-03068,ALT-005241,ANL-039,2026-07-21 19:12:00,2026-07-21 19:14:36,2.6,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,0,False Positive,No
INV-03078,ALT-005260,ANL-037,2026-09-05 07:19:00,2026-09-05 07:21:12,2.2,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,Benign True Positive,No
INV-03084,ALT-005266,ANL-037,2026-07-02 23:41:00,2026-07-02 23:42:42,1.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,0,False Positive,No
INV-03112,ALT-005315,ANL-031,2026-09-05 21:40:00,2026-09-05 21:41:36,1.6,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,0,False Positive,No
INV-03114,ALT-005320,ANL-027,2026-07-29 03:04:00,2026-07-29 03:06:48,2.8,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,Benign True Positive,No
INV-03134,ALT-005348,ANL-028,2026-06-17 07:20:00,2026-06-17 07:23:36,3.6,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03165,ALT-005396,ANL-032,2026-08-16 12:16:00,2026-08-16 12:19:36,3.6,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03172,ALT-005408,ANL-032,2026-08-14 22:20:00,2026-08-14 22:23:42,3.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,1,False Positive,No
INV-03179,ALT-005420,ANL-036,2026-07-22 17:44:00,2026-07-22 17:45:30,1.5,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03187,ALT-005433,ANL-036,2026-08-06 03:37:00,2026-08-06 03:39:06,2.1,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03235,ALT-005518,ANL-037,2026-07-31 01:44:00,2026-07-31 01:47:06,3.1,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-03249,ALT-005541,ANL-039,2026-06-29 03:28:00,2026-06-29 03:29:48,1.8,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-03297,ALT-005614,ANL-027,2026-09-02 16:29:00,2026-09-02 16:32:06,3.1,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,Benign True Positive,No
INV-03320,ALT-005649,ANL-034,2026-06-23 19:05:00,2026-06-23 19:06:48,1.8,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,Benign True Positive,No
INV-03328,ALT-005660,ANL-033,2026-06-15 09:32:00,2026-06-15 09:33:24,1.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-03338,ALT-005681,ANL-025,2026-07-02 09:32:00,2026-07-02 09:35:00,3.0,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-03359,ALT-005707,ANL-026,2026-08-10 00:15:00,2026-08-10 00:16:42,1.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,1,Benign True Positive,No
INV-03363,ALT-005716,ANL-023,2026-06-16 16:33:00,2026-06-16 16:35:18,2.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,1,False Positive,No
INV-03370,ALT-005723,ANL-031,2026-09-08 04:51:00,2026-09-08 04:52:42,1.7,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03372,ALT-005727,ANL-024,2026-06-25 12:18:00,2026-06-25 12:20:42,2.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,1,Benign True Positive,No
INV-03376,ALT-005740,ANL-040,2026-09-04 22:20:00,2026-09-04 22:22:18,2.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,0,False Positive,No
INV-03379,ALT-005746,ANL-031,2026-08-07 17:10:00,2026-08-07 17:13:00,3.0,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03402,ALT-005782,ANL-025,2026-07-16 17:33:00,2026-07-16 17:35:42,2.7,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,Benign True Positive,No
INV-03407,ALT-005792,ANL-032,2026-07-23 11:31:00,2026-07-23 11:34:24,3.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,0,False Positive,No
INV-03448,ALT-005861,ANL-030,2026-09-05 02:00:00,2026-09-05 02:01:36,1.6,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-03485,ALT-005928,ANL-028,2026-07-21 10:36:00,2026-07-21 10:38:12,2.2,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03497,ALT-005945,ANL-037,2026-06-28 21:25:00,2026-06-28 21:28:24,3.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03504,ALT-005961,ANL-032,2026-09-09 04:12:00,2026-09-09 04:15:18,3.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,0,False Positive,No
INV-03512,ALT-005973,ANL-032,2026-07-08 04:01:00,2026-07-08 04:03:54,2.9,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03521,ALT-005987,ANL-025,2026-07-05 02:40:00,2026-07-05 02:41:54,1.9,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,1,False Positive,No
INV-03551,ALT-006031,ANL-035,2026-08-26 20:12:00,2026-08-26 20:13:36,1.6,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03570,ALT-006058,ANL-024,2026-07-23 05:31:00,2026-07-23 05:33:36,2.6,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,1,False Positive,No
INV-03587,ALT-006081,ANL-039,2026-08-12 14:37:00,2026-08-12 14:38:12,1.2,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-03607,ALT-006115,ANL-023,2026-07-15 13:35:00,2026-07-15 13:37:30,2.5,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03617,ALT-006126,ANL-024,2026-09-06 22:01:00,2026-09-06 22:02:24,1.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03619,ALT-006130,ANL-034,2026-07-27 08:25:00,2026-07-27 08:27:36,2.6,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03630,ALT-006149,ANL-030,2026-07-13 04:27:00,2026-07-13 04:30:00,3.0,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-03657,ALT-006187,ANL-034,2026-06-18 01:02:00,2026-06-18 01:04:30,2.5,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03770,ALT-006358,ANL-030,2026-07-01 00:37:00,2026-07-01 00:40:18,3.3,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,1,False Positive,No
INV-03773,ALT-006364,ANL-037,2026-07-12 22:32:00,2026-07-12 22:34:06,2.1,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,False Positive,No
INV-03791,ALT-006397,ANL-032,2026-09-03 12:54:00,2026-09-03 12:55:24,1.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03796,ALT-006403,ANL-040,2026-07-20 18:06:00,2026-07-20 18:08:30,2.5,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-03814,ALT-006434,ANL-032,2026-09-05 22:36:00,2026-09-05 22:37:24,1.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,1,False Positive,No
INV-03822,ALT-006448,ANL-027,2026-08-05 17:32:00,2026-08-05 17:34:06,2.1,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,1,False Positive,No
INV-03850,ALT-006494,ANL-023,2026-08-08 00:52:00,2026-08-08 00:55:18,3.3,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-03862,ALT-006511,ANL-029,2026-08-26 03:52:00,2026-08-26 03:55:24,3.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-03918,ALT-006602,ANL-037,2026-06-16 04:29:00,2026-06-16 04:32:00,3.0,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,1,False Positive,No
INV-03935,ALT-006627,ANL-035,2026-06-28 22:48:00,2026-06-28 22:50:42,2.7,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,Benign True Positive,No
INV-03941,ALT-006635,ANL-023,2026-06-27 07:53:00,2026-06-27 07:56:06,3.1,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-03990,ALT-006712,ANL-023,2026-09-04 16:23:00,2026-09-04 16:25:42,2.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-04006,ALT-006732,ANL-027,2026-09-01 14:32:00,2026-09-01 14:33:42,1.7,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,2,1,Benign True Positive,No
INV-04041,ALT-006790,ANL-040,2026-08-14 02:34:00,2026-08-14 02:36:24,2.4,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-04045,ALT-006795,ANL-023,2026-07-13 16:03:00,2026-07-13 16:04:24,1.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-04048,ALT-006801,ANL-028,2026-09-02 14:27:00,2026-09-02 14:30:48,3.8,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,0,False Positive,No
INV-04049,ALT-006802,ANL-023,2026-07-13 07:03:00,2026-07-13 07:05:00,2.0,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,Benign True Positive,No
INV-04065,ALT-006827,ANL-030,2026-07-20 02:59:00,2026-07-20 03:02:00,3.0,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,0,False Positive,No
INV-04082,ALT-006863,ANL-034,2026-09-03 09:34:00,2026-09-03 09:36:30,2.5,Alert reviewed according to SOP checklist. No active malicious payload detected on endpoint. Ticket marked as false positive.,1,0,False Positive,No
INV-04098,ALT-006891,ANL-034,2026-08-26 20:04:00,2026-08-26 20:06:36,2.6,User confirmed routine administrative task was authorized. No containment action needed. Closed.,1,0,False Positive,No
INV-04109,ALT-006910,ANL-040,2026-09-02 05:03:00,2026-09-02 05:05:00,2.0,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",1,1,Benign True Positive,No
INV-04130,ALT-006940,ANL-025,2026-07-30 21:23:00,2026-07-30 21:24:24,1.4,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,0,False Positive,No
INV-04198,ALT-007067,ANL-023,2026-07-04 07:14:00,2026-07-04 07:15:54,1.9,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,1,False Positive,No
INV-04272,ALT-007181,ANL-030,2026-07-05 22:22:00,2026-07-05 22:24:18,2.3,"Standard triage performed. Alert verified against host baseline. Host logs checked, dismissed as benign business operational activity.",2,0,False Positive,No
INV-04311,ALT-007244,ANL-042,2026-08-05 16:07:00,2026-08-05 16:08:00,1.0,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-04370,ALT-007338,ANL-050,2026-08-30 06:16:00,2026-08-30 06:17:42,1.7,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-04377,ALT-007347,ANL-049,2026-07-03 22:27:00,2026-07-03 22:28:24,1.4,Cleared after quick glance. No anomaly.,1,0,Dismissed - Routine,No
INV-04381,ALT-007354,ANL-046,2026-07-29 04:46:00,2026-07-29 04:47:30,1.5,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-04382,ALT-007355,ANL-054,2026-06-22 10:04:00,2026-06-22 10:06:18,2.3,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-04409,ALT-007412,ANL-051,2026-07-02 10:28:00,2026-07-02 10:29:42,1.7,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-04418,ALT-007424,ANL-051,2026-09-07 10:16:00,2026-09-07 10:17:30,1.5,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-04422,ALT-007433,ANL-044,2026-06-12 12:26:00,2026-06-12 12:28:00,2.0,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-04451,ALT-007492,ANL-043,2026-08-13 02:14:00,2026-08-13 02:16:24,2.4,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-04462,ALT-007515,ANL-041,2026-07-14 18:57:00,2026-07-14 18:57:36,0.6,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-04463,ALT-007516,ANL-051,2026-08-22 15:47:00,2026-08-22 15:49:18,2.3,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-04479,ALT-007547,ANL-043,2026-07-06 02:05:00,2026-07-06 02:06:48,1.8,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-04500,ALT-007585,ANL-042,2026-07-24 15:19:00,2026-07-24 15:19:42,0.7,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-04519,ALT-007618,ANL-044,2026-08-12 13:51:00,2026-08-12 13:51:48,0.8,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-04523,ALT-007623,ANL-050,2026-07-04 01:42:00,2026-07-04 01:44:06,2.1,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-04531,ALT-007635,ANL-042,2026-06-22 20:51:00,2026-06-22 20:53:18,2.3,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-04555,ALT-007670,ANL-041,2026-07-05 20:29:00,2026-07-05 20:30:36,1.6,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-04577,ALT-007701,ANL-051,2026-06-13 13:26:00,2026-06-13 13:27:42,1.7,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-04625,ALT-007785,ANL-044,2026-07-20 11:04:00,2026-07-20 11:05:54,1.9,Cleared after quick glance. No anomaly.,1,0,Dismissed - Routine,No
INV-04692,ALT-007893,ANL-051,2026-07-13 05:01:00,2026-07-13 05:02:18,1.3,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-04698,ALT-007902,ANL-045,2026-09-07 21:28:00,2026-09-07 21:30:12,2.2,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-04742,ALT-007966,ANL-044,2026-07-21 17:29:00,2026-07-21 17:30:00,1.0,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-04797,ALT-008055,ANL-052,2026-07-31 18:31:00,2026-07-31 18:32:42,1.7,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-04885,ALT-008202,ANL-045,2026-07-15 10:45:00,2026-07-15 10:46:42,1.7,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-04921,ALT-008257,ANL-046,2026-06-13 15:37:00,2026-06-13 15:38:12,1.2,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-04928,ALT-008265,ANL-053,2026-07-01 18:25:00,2026-07-01 18:27:24,2.4,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-04971,ALT-008343,ANL-050,2026-08-08 15:23:00,2026-08-08 15:23:42,0.7,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-04972,ALT-008344,ANL-052,2026-08-20 09:43:00,2026-08-20 09:44:48,1.8,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-04984,ALT-008366,ANL-055,2026-06-29 23:53:00,2026-06-29 23:54:36,1.6,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-05013,ALT-008412,ANL-047,2026-09-09 09:15:00,2026-09-09 09:16:36,1.6,Brief review. Whitelisted activity.,1,0,Dismissed - Routine,No
INV-05016,ALT-008415,ANL-053,2026-07-23 09:39:00,2026-07-23 09:40:42,1.7,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-05018,ALT-008417,ANL-054,2026-06-26 08:34:00,2026-06-26 08:35:48,1.8,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-05094,ALT-008541,ANL-050,2026-07-10 20:56:00,2026-07-10 20:57:24,1.4,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-05125,ALT-008603,ANL-048,2026-09-09 12:06:00,2026-09-09 12:07:42,1.7,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-05143,ALT-008637,ANL-052,2026-09-03 03:37:00,2026-09-03 03:38:06,1.1,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-05164,ALT-008676,ANL-049,2026-06-26 21:05:00,2026-06-26 21:06:42,1.7,Closed per quick check. False alarm.,1,0,Dismissed - Routine,No
INV-05181,ALT-008703,ANL-051,2026-08-28 08:51:00,2026-08-28 08:52:30,1.5,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-05203,ALT-008743,ANL-055,2026-07-10 14:03:00,2026-07-10 14:04:42,1.7,No threat observed. Dismissed.,0,0,Dismissed - Routine,No
INV-05240,ALT-008808,ANL-052,2026-08-14 06:36:00,2026-08-14 06:36:42,0.7,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-05282,ALT-008882,ANL-054,2026-06-26 22:44:00,2026-06-26 22:44:54,0.9,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-05286,ALT-008892,ANL-045,2026-07-07 22:01:00,2026-07-07 22:01:54,0.9,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-05301,ALT-008910,ANL-052,2026-07-31 14:59:00,2026-07-31 15:00:48,1.8,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-05355,ALT-009006,ANL-054,2026-07-06 08:34:00,2026-07-06 08:36:00,2.0,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-05381,ALT-009045,ANL-048,2026-07-17 11:44:00,2026-07-17 11:45:48,1.8,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
INV-05420,ALT-009106,ANL-042,2026-09-04 11:55:00,2026-09-04 11:56:36,1.6,Closed per quick check. False alarm.,1,0,Dismissed - Routine,No
INV-05437,ALT-009132,ANL-054,2026-06-24 13:50:00,2026-06-24 13:51:54,1.9,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-05448,ALT-009144,ANL-048,2026-09-03 06:58:00,2026-09-03 06:59:18,1.3,No threat observed. Dismissed.,1,0,Dismissed - Routine,No
INV-05455,ALT-009158,ANL-053,2026-07-24 21:27:00,2026-07-24 21:28:54,1.9,Cleared after quick glance. No anomaly.,0,0,Dismissed - Routine,No
INV-05500,ALT-009240,ANL-053,2026-06-12 21:20:00,2026-06-12 21:21:36,1.6,Closed per quick check. False alarm.,1,0,Dismissed - Routine,No
INV-05510,ALT-009258,ANL-050,2026-09-03 04:03:00,2026-09-03 04:03:54,0.9,Closed per quick check. False alarm.,1,0,Dismissed - Routine,No
INV-05511,ALT-009259,ANL-051,2026-07-10 14:44:00,2026-07-10 14:45:36,1.6,Closed per quick check. False alarm.,1,0,Dismissed - Routine,No
INV-05512,ALT-009260,ANL-042,2026-08-02 01:56:00,2026-08-02 01:58:00,2.0,Closed per quick check. False alarm.,0,0,Dismissed - Routine,No
INV-05516,ALT-009264,ANL-051,2026-07-13 02:15:00,2026-07-13 02:16:18,1.3,Cleared after quick glance. No anomaly.,1,0,Dismissed - Routine,No
INV-05524,ALT-009286,ANL-052,2026-06-21 17:44:00,2026-06-21 17:45:48,1.8,Closed per quick check. False alarm.,1,0,Dismissed - Routine,No
INV-05528,ALT-009294,ANL-053,2026-07-30 14:24:00,2026-07-30 14:24:42,0.7,Brief review. Whitelisted activity.,0,0,Dismissed - Routine,No
