escalation_id,alert_id,analyst_id,required,escalated_at,escalation_target,incident_id,status
ESC-0233,ALT-000939,ANL-008,Yes,2026-08-11 00:35:00,Tier-2 CSIRT,INC-2026234,Escalated
ESC-0234,ALT-000947,ANL-001,Yes,2026-08-31 12:56:00,Tier-2 CSIRT,INC-2026235,Escalated
ESC-0235,ALT-000951,ANL-022,Discretionary,2026-09-07 06:30:00,Lead Analyst,INC-2026236,Escalated
ESC-0236,ALT-000956,ANL-015,Discretionary,2026-06-16 17:44:00,Lead Analyst,INC-2026237,Escalated
ESC-0237,ALT-000966,ANL-011,Discretionary,2026-07-10 19:05:00,Lead Analyst,INC-2026238,Escalated
ESC-0238,ALT-000967,ANL-006,Yes,2026-06-23 04:02:00,Tier-2 CSIRT,INC-2026239,Escalated
ESC-0239,ALT-000968,ANL-017,Yes,2026-07-24 18:24:00,Tier-2 CSIRT,INC-2026240,Escalated
ESC-0240,ALT-000970,ANL-001,Yes,2026-07-28 10:27:00,Tier-2 CSIRT,INC-2026241,Escalated
ESC-0241,ALT-000971,ANL-009,Discretionary,2026-08-04 15:03:00,Lead Analyst,INC-2026242,Escalated
ESC-0242,ALT-000974,ANL-021,Discretionary,2026-08-19 04:01:00,Lead Analyst,INC-2026243,Escalated
ESC-0243,ALT-000976,ANL-018,Yes,2026-08-20 18:27:00,Tier-2 CSIRT,INC-2026244,Escalated
ESC-0244,ALT-000977,ANL-004,Discretionary,2026-06-25 13:52:00,Lead Analyst,INC-2026245,Escalated
ESC-0245,ALT-000978,ANL-022,Yes,2026-08-22 16:44:00,Tier-2 CSIRT,INC-2026246,Escalated
ESC-0246,ALT-000981,ANL-003,Yes,2026-08-29 14:53:00,Tier-2 CSIRT,INC-2026247,Escalated
ESC-0247,ALT-000983,ANL-009,Discretionary,2026-06-25 13:50:00,Lead Analyst,INC-2026248,Escalated
ESC-0248,ALT-000986,ANL-013,Discretionary,2026-08-31 20:40:00,Lead Analyst,INC-2026249,Escalated
ESC-0249,ALT-000988,ANL-022,Yes,2026-08-10 18:35:00,Tier-2 CSIRT,INC-2026250,Escalated
ESC-0250,ALT-000989,ANL-009,Yes,2026-09-10 02:18:00,Tier-2 CSIRT,INC-2026251,Escalated
ESC-0251,ALT-000994,ANL-017,Discretionary,2026-07-27 20:40:00,Lead Analyst,INC-2026252,Escalated
ESC-0252,ALT-001003,ANL-014,Yes,2026-08-06 09:08:00,Tier-2 CSIRT,INC-2026253,Escalated
ESC-0253,ALT-001004,ANL-019,Yes,2026-07-14 03:23:00,Tier-2 CSIRT,INC-2026254,Escalated
ESC-0254,ALT-001012,ANL-008,Yes,2026-08-18 13:48:00,Tier-2 CSIRT,INC-2026255,Escalated
ESC-0255,ALT-001024,ANL-021,Yes,2026-08-23 10:41:00,Tier-2 CSIRT,INC-2026256,Escalated
ESC-0256,ALT-001027,ANL-014,Discretionary,2026-07-13 07:06:00,Lead Analyst,INC-2026257,Escalated
ESC-0257,ALT-001031,ANL-021,Yes,2026-07-25 23:42:00,Tier-2 CSIRT,INC-2026258,Escalated
ESC-0258,ALT-001038,ANL-021,Discretionary,2026-08-30 13:09:00,Lead Analyst,INC-2026259,Escalated
ESC-0259,ALT-001039,ANL-016,Discretionary,2026-08-21 02:23:00,Lead Analyst,INC-2026260,Escalated
ESC-0260,ALT-001041,ANL-008,Yes,2026-09-05 16:55:00,Tier-2 CSIRT,INC-2026261,Escalated
ESC-0261,ALT-001051,ANL-006,Discretionary,2026-08-04 23:58:00,Lead Analyst,INC-2026262,Escalated
ESC-0262,ALT-001056,ANL-018,Yes,2026-07-15 20:58:00,Tier-2 CSIRT,INC-2026263,Escalated
ESC-0263,ALT-001057,ANL-021,Discretionary,2026-08-29 04:30:00,Lead Analyst,INC-2026264,Escalated
ESC-0264,ALT-001060,ANL-010,Yes,2026-07-15 09:13:00,Tier-2 CSIRT,INC-2026265,Escalated
ESC-0265,ALT-001062,ANL-011,Discretionary,2026-08-14 14:30:00,Lead Analyst,INC-2026266,Escalated
ESC-0266,ALT-001065,ANL-012,Yes,2026-08-15 08:20:00,Tier-2 CSIRT,INC-2026267,Escalated
ESC-0267,ALT-001066,ANL-019,Discretionary,2026-08-02 09:05:00,Lead Analyst,INC-2026268,Escalated
ESC-0268,ALT-001067,ANL-009,Discretionary,2026-08-06 03:58:00,Lead Analyst,INC-2026269,Escalated
ESC-0269,ALT-001068,ANL-011,Yes,2026-09-07 18:45:00,Tier-2 CSIRT,INC-2026270,Escalated
ESC-0270,ALT-001070,ANL-015,Yes,2026-07-14 22:17:00,Tier-2 CSIRT,INC-2026271,Escalated
ESC-0271,ALT-001071,ANL-001,Discretionary,2026-08-19 20:58:00,Lead Analyst,INC-2026272,Escalated
ESC-0272,ALT-001074,ANL-003,Discretionary,2026-08-26 04:52:00,Lead Analyst,INC-2026273,Escalated
ESC-0273,ALT-001079,ANL-022,Discretionary,2026-07-09 05:35:00,Lead Analyst,INC-2026274,Escalated
ESC-0274,ALT-001080,ANL-002,Yes,2026-06-16 17:47:00,Tier-2 CSIRT,INC-2026275,Escalated
ESC-0275,ALT-001081,ANL-015,Yes,2026-08-22 23:34:00,Tier-2 CSIRT,INC-2026276,Escalated
ESC-0276,ALT-001083,ANL-022,Discretionary,2026-07-15 19:24:00,Lead Analyst,INC-2026277,Escalated
ESC-0277,ALT-001086,ANL-013,Discretionary,2026-07-13 10:32:00,Lead Analyst,INC-2026278,Escalated
ESC-0278,ALT-001088,ANL-004,Discretionary,2026-06-23 03:16:00,Lead Analyst,INC-2026279,Escalated
ESC-0279,ALT-001090,ANL-020,Yes,2026-07-20 05:18:00,Tier-2 CSIRT,INC-2026280,Escalated
ESC-0280,ALT-001099,ANL-020,Discretionary,2026-09-03 12:10:00,Lead Analyst,INC-2026281,Escalated
ESC-0281,ALT-001111,ANL-013,Discretionary,2026-08-20 10:15:00,Lead Analyst,INC-2026282,Escalated
ESC-0282,ALT-001113,ANL-001,Discretionary,2026-07-24 05:10:00,Lead Analyst,INC-2026283,Escalated
ESC-0283,ALT-001121,ANL-004,Yes,2026-08-05 01:05:00,Tier-2 CSIRT,INC-2026284,Escalated
ESC-0284,ALT-001123,ANL-016,Yes,2026-08-09 22:26:00,Tier-2 CSIRT,INC-2026285,Escalated
ESC-0285,ALT-001124,ANL-022,Yes,2026-09-09 17:36:00,Tier-2 CSIRT,INC-2026286,Escalated
ESC-0286,ALT-001125,ANL-016,Yes,2026-08-15 08:08:00,Tier-2 CSIRT,INC-2026287,Escalated
ESC-0287,ALT-001127,ANL-010,Yes,2026-06-17 13:14:00,Tier-2 CSIRT,INC-2026288,Escalated
ESC-0288,ALT-001133,ANL-007,Yes,2026-08-04 21:10:00,Tier-2 CSIRT,INC-2026289,Escalated
ESC-0289,ALT-001135,ANL-006,Discretionary,2026-07-02 05:18:00,Lead Analyst,INC-2026290,Escalated
ESC-0290,ALT-001138,ANL-004,Discretionary,2026-07-30 22:49:00,Lead Analyst,INC-2026291,Escalated
ESC-0291,ALT-001140,ANL-017,Discretionary,2026-08-26 03:06:00,Lead Analyst,INC-2026292,Escalated
ESC-0292,ALT-001150,ANL-014,Discretionary,2026-07-21 01:48:00,Lead Analyst,INC-2026293,Escalated
ESC-0293,ALT-001153,ANL-013,Discretionary,2026-06-21 00:37:00,Lead Analyst,INC-2026294,Escalated
ESC-0294,ALT-001155,ANL-002,Yes,2026-06-18 09:00:00,Tier-2 CSIRT,INC-2026295,Escalated
ESC-0295,ALT-001168,ANL-004,Yes,2026-09-07 05:08:00,Tier-2 CSIRT,INC-2026296,Escalated
ESC-0296,ALT-001175,ANL-010,Yes,2026-07-23 10:42:00,Tier-2 CSIRT,INC-2026297,Escalated
ESC-0297,ALT-001184,ANL-018,Discretionary,2026-07-28 13:34:00,Lead Analyst,INC-2026298,Escalated
ESC-0298,ALT-001187,ANL-012,Discretionary,2026-08-24 13:52:00,Lead Analyst,INC-2026299,Escalated
ESC-0299,ALT-001189,ANL-019,Discretionary,2026-08-07 21:03:00,Lead Analyst,INC-2026300,Escalated
ESC-0300,ALT-001190,ANL-009,Discretionary,2026-07-07 15:57:00,Lead Analyst,INC-2026301,Escalated
ESC-0301,ALT-001199,ANL-012,Yes,2026-07-06 05:27:00,Tier-2 CSIRT,INC-2026302,Escalated
ESC-0302,ALT-001200,ANL-008,Discretionary,2026-06-27 15:22:00,Lead Analyst,INC-2026303,Escalated
ESC-0303,ALT-001204,ANL-011,Discretionary,2026-07-09 15:12:00,Lead Analyst,INC-2026304,Escalated
ESC-0304,ALT-001207,ANL-011,Discretionary,2026-07-13 06:16:00,Lead Analyst,INC-2026305,Escalated
ESC-0305,ALT-001208,ANL-002,Yes,2026-06-25 14:58:00,Tier-2 CSIRT,INC-2026306,Escalated
ESC-0306,ALT-001209,ANL-009,Discretionary,2026-07-19 01:47:00,Lead Analyst,INC-2026307,Escalated
ESC-0307,ALT-001210,ANL-019,Yes,2026-09-01 15:31:00,Tier-2 CSIRT,INC-2026308,Escalated
ESC-0308,ALT-001218,ANL-008,Yes,2026-06-30 01:58:00,Tier-2 CSIRT,INC-2026309,Escalated
ESC-0309,ALT-001220,ANL-013,Yes,2026-07-07 00:11:00,Tier-2 CSIRT,INC-2026310,Escalated
ESC-0310,ALT-001226,ANL-015,Yes,2026-08-21 09:21:00,Tier-2 CSIRT,INC-2026311,Escalated
ESC-0311,ALT-001228,ANL-006,Yes,2026-09-03 07:23:00,Tier-2 CSIRT,INC-2026312,Escalated
ESC-0312,ALT-001230,ANL-003,Yes,2026-08-22 18:58:00,Tier-2 CSIRT,INC-2026313,Escalated
ESC-0313,ALT-001231,ANL-018,Discretionary,2026-07-14 05:54:00,Lead Analyst,INC-2026314,Escalated
ESC-0314,ALT-001240,ANL-017,Discretionary,2026-07-05 18:47:00,Lead Analyst,INC-2026315,Escalated
ESC-0315,ALT-001246,ANL-005,Yes,2026-09-03 21:59:00,Tier-2 CSIRT,INC-2026316,Escalated
ESC-0316,ALT-001247,ANL-002,Yes,2026-07-04 02:20:00,Tier-2 CSIRT,INC-2026317,Escalated
ESC-0317,ALT-001248,ANL-012,Discretionary,2026-07-23 09:24:00,Lead Analyst,INC-2026318,Escalated
ESC-0318,ALT-001253,ANL-022,Discretionary,2026-08-26 19:56:00,Lead Analyst,INC-2026319,Escalated
ESC-0319,ALT-001257,ANL-008,Discretionary,2026-08-28 15:22:00,Lead Analyst,INC-2026320,Escalated
ESC-0320,ALT-001260,ANL-001,Discretionary,2026-08-14 08:04:00,Lead Analyst,INC-2026321,Escalated
ESC-0321,ALT-001263,ANL-016,Discretionary,2026-08-20 11:55:00,Lead Analyst,INC-2026322,Escalated
ESC-0322,ALT-001264,ANL-021,Discretionary,2026-08-05 00:58:00,Lead Analyst,INC-2026323,Escalated
ESC-0323,ALT-001273,ANL-013,Discretionary,2026-07-27 22:24:00,Lead Analyst,INC-2026324,Escalated
ESC-0324,ALT-001277,ANL-013,Discretionary,2026-09-02 19:42:00,Lead Analyst,INC-2026325,Escalated
ESC-0325,ALT-001281,ANL-018,Yes,2026-06-26 11:16:00,Tier-2 CSIRT,INC-2026326,Escalated
ESC-0326,ALT-001287,ANL-008,Discretionary,2026-09-07 04:34:00,Lead Analyst,INC-2026327,Escalated
ESC-0327,ALT-001288,ANL-003,Yes,2026-07-02 10:32:00,Tier-2 CSIRT,INC-2026328,Escalated
ESC-0328,ALT-001292,ANL-011,Discretionary,2026-06-13 22:10:00,Lead Analyst,INC-2026329,Escalated
ESC-0329,ALT-001296,ANL-008,Discretionary,2026-07-20 08:52:00,Lead Analyst,INC-2026330,Escalated
ESC-0330,ALT-001303,ANL-018,Yes,2026-07-28 10:26:00,Tier-2 CSIRT,INC-2026331,Escalated
ESC-0331,ALT-001305,ANL-018,Discretionary,2026-06-27 01:33:00,Lead Analyst,INC-2026332,Escalated
ESC-0332,ALT-001308,ANL-012,Discretionary,2026-06-18 13:56:00,Lead Analyst,INC-2026333,Escalated
ESC-0333,ALT-001313,ANL-018,Discretionary,2026-07-21 20:15:00,Lead Analyst,INC-2026334,Escalated
ESC-0334,ALT-001318,ANL-010,Discretionary,2026-08-01 06:53:00,Lead Analyst,INC-2026335,Escalated
ESC-0335,ALT-001323,ANL-002,Yes,2026-07-29 01:38:00,Tier-2 CSIRT,INC-2026336,Escalated
ESC-0336,ALT-001330,ANL-009,Discretionary,2026-06-30 21:17:00,Lead Analyst,INC-2026337,Escalated
ESC-0337,ALT-001331,ANL-011,Discretionary,2026-06-20 04:13:00,Lead Analyst,INC-2026338,Escalated
ESC-0338,ALT-001334,ANL-018,Yes,2026-07-22 17:52:00,Tier-2 CSIRT,INC-2026339,Escalated
ESC-0339,ALT-001339,ANL-006,Discretionary,2026-07-09 11:51:00,Lead Analyst,INC-2026340,Escalated
ESC-0340,ALT-001343,ANL-008,Discretionary,2026-06-21 08:59:00,Lead Analyst,INC-2026341,Escalated
ESC-0341,ALT-001346,ANL-022,Yes,2026-08-08 23:37:00,Tier-2 CSIRT,INC-2026342,Escalated
ESC-0342,ALT-001348,ANL-004,Discretionary,2026-06-16 18:16:00,Lead Analyst,INC-2026343,Escalated
ESC-0343,ALT-001349,ANL-002,Discretionary,2026-06-25 09:33:00,Lead Analyst,INC-2026344,Escalated
ESC-0344,ALT-001351,ANL-019,Discretionary,2026-07-21 05:36:00,Lead Analyst,INC-2026345,Escalated
ESC-0345,ALT-001356,ANL-005,Discretionary,2026-08-03 20:01:00,Lead Analyst,INC-2026346,Escalated
ESC-0346,ALT-001359,ANL-022,Discretionary,2026-07-14 05:37:00,Lead Analyst,INC-2026347,Escalated
ESC-0347,ALT-001361,ANL-012,Discretionary,2026-06-22 04:17:00,Lead Analyst,INC-2026348,Escalated
ESC-0348,ALT-001363,ANL-005,Yes,2026-07-23 12:01:00,Tier-2 CSIRT,INC-2026349,Escalated
ESC-0349,ALT-001365,ANL-001,Yes,2026-09-09 21:19:00,Tier-2 CSIRT,INC-2026350,Escalated
ESC-0350,ALT-001367,ANL-012,Yes,2026-08-22 06:24:00,Tier-2 CSIRT,INC-2026351,Escalated
ESC-0351,ALT-001369,ANL-014,Yes,2026-09-06 15:28:00,Tier-2 CSIRT,INC-2026352,Escalated
ESC-0352,ALT-001381,ANL-017,Discretionary,2026-07-24 16:36:00,Lead Analyst,INC-2026353,Escalated
ESC-0353,ALT-001382,ANL-018,Discretionary,2026-08-01 14:02:00,Lead Analyst,INC-2026354,Escalated
ESC-0354,ALT-001386,ANL-004,Yes,2026-07-30 23:22:00,Tier-2 CSIRT,INC-2026355,Escalated
ESC-0355,ALT-001390,ANL-008,Yes,2026-06-19 07:27:00,Tier-2 CSIRT,INC-2026356,Escalated
ESC-0356,ALT-001391,ANL-001,Yes,2026-09-06 07:29:00,Tier-2 CSIRT,INC-2026357,Escalated
ESC-0357,ALT-001394,ANL-013,Discretionary,2026-07-30 09:46:00,Lead Analyst,INC-2026358,Escalated
ESC-0358,ALT-001397,ANL-011,Discretionary,2026-08-16 03:36:00,Lead Analyst,INC-2026359,Escalated
ESC-0359,ALT-001398,ANL-011,Discretionary,2026-08-01 23:40:00,Lead Analyst,INC-2026360,Escalated
ESC-0360,ALT-001399,ANL-015,Yes,2026-07-25 01:21:00,Tier-2 CSIRT,INC-2026361,Escalated
ESC-0361,ALT-001403,ANL-001,Yes,2026-08-05 17:01:00,Tier-2 CSIRT,INC-2026362,Escalated
ESC-0362,ALT-001408,ANL-019,Yes,2026-07-08 00:14:00,Tier-2 CSIRT,INC-2026363,Escalated
ESC-0363,ALT-001416,ANL-017,Yes,2026-09-04 16:19:00,Tier-2 CSIRT,INC-2026364,Escalated
ESC-0364,ALT-001428,ANL-021,Yes,2026-08-05 11:26:00,Tier-2 CSIRT,INC-2026365,Escalated
ESC-0365,ALT-001434,ANL-008,Discretionary,2026-08-14 21:52:00,Lead Analyst,INC-2026366,Escalated
ESC-0366,ALT-001442,ANL-015,Yes,2026-07-23 12:15:00,Tier-2 CSIRT,INC-2026367,Escalated
ESC-0367,ALT-001445,ANL-006,Discretionary,2026-06-25 04:58:00,Lead Analyst,INC-2026368,Escalated
ESC-0368,ALT-001450,ANL-012,Discretionary,2026-09-08 21:52:00,Lead Analyst,INC-2026369,Escalated
ESC-0369,ALT-001453,ANL-021,Yes,2026-06-19 05:45:00,Tier-2 CSIRT,INC-2026370,Escalated
ESC-0370,ALT-001455,ANL-021,Yes,2026-08-10 19:13:00,Tier-2 CSIRT,INC-2026371,Escalated
ESC-0371,ALT-001463,ANL-005,Yes,2026-09-05 02:11:00,Tier-2 CSIRT,INC-2026372,Escalated
ESC-0372,ALT-001466,ANL-011,Discretionary,2026-07-21 06:19:00,Lead Analyst,INC-2026373,Escalated
ESC-0373,ALT-001469,ANL-009,Discretionary,2026-08-10 17:33:00,Lead Analyst,INC-2026374,Escalated
ESC-0374,ALT-001470,ANL-018,Yes,2026-06-18 22:41:00,Tier-2 CSIRT,INC-2026375,Escalated
ESC-0375,ALT-001471,ANL-004,Yes,2026-06-14 13:47:00,Tier-2 CSIRT,INC-2026376,Escalated
ESC-0376,ALT-001473,ANL-014,Yes,2026-08-19 16:37:00,Tier-2 CSIRT,INC-2026377,Escalated
ESC-0377,ALT-001474,ANL-013,Yes,2026-07-02 21:56:00,Tier-2 CSIRT,INC-2026378,Escalated
ESC-0378,ALT-001485,ANL-018,Yes,2026-07-07 09:29:00,Tier-2 CSIRT,INC-2026379,Escalated
ESC-0379,ALT-001487,ANL-002,Discretionary,2026-08-26 11:49:00,Lead Analyst,INC-2026380,Escalated
ESC-0380,ALT-001488,ANL-021,Yes,2026-08-16 05:53:00,Tier-2 CSIRT,INC-2026381,Escalated
ESC-0381,ALT-001495,ANL-004,Yes,2026-08-04 15:28:00,Tier-2 CSIRT,INC-2026382,Escalated
ESC-0382,ALT-001499,ANL-008,Discretionary,2026-06-23 03:36:00,Lead Analyst,INC-2026383,Escalated
ESC-0383,ALT-001500,ANL-018,Discretionary,2026-06-12 09:40:00,Lead Analyst,INC-2026384,Escalated
ESC-0384,ALT-001509,ANL-002,Discretionary,2026-07-26 16:52:00,Lead Analyst,INC-2026385,Escalated
ESC-0385,ALT-001515,ANL-009,Yes,2026-08-05 06:55:00,Tier-2 CSIRT,INC-2026386,Escalated
ESC-0386,ALT-001518,ANL-013,Discretionary,2026-09-02 00:45:00,Lead Analyst,INC-2026387,Escalated
ESC-0387,ALT-001526,ANL-018,Yes,2026-08-13 02:18:00,Tier-2 CSIRT,INC-2026388,Escalated
ESC-0388,ALT-001528,ANL-002,Discretionary,2026-09-08 04:11:00,Lead Analyst,INC-2026389,Escalated
ESC-0389,ALT-001538,ANL-013,Yes,2026-07-20 16:45:00,Tier-2 CSIRT,INC-2026390,Escalated
ESC-0390,ALT-001547,ANL-016,Discretionary,2026-08-30 00:52:00,Lead Analyst,INC-2026391,Escalated
ESC-0391,ALT-001549,ANL-012,Yes,2026-09-07 18:55:00,Tier-2 CSIRT,INC-2026392,Escalated
ESC-0392,ALT-001553,ANL-021,Yes,2026-06-13 09:39:00,Tier-2 CSIRT,INC-2026393,Escalated
ESC-0393,ALT-001560,ANL-003,Discretionary,2026-07-16 21:11:00,Lead Analyst,INC-2026394,Escalated
ESC-0394,ALT-001564,ANL-010,Discretionary,2026-07-25 06:18:00,Lead Analyst,INC-2026395,Escalated
ESC-0395,ALT-001566,ANL-019,Yes,2026-08-08 14:32:00,Tier-2 CSIRT,INC-2026396,Escalated
ESC-0396,ALT-001569,ANL-003,Discretionary,2026-08-14 16:06:00,Lead Analyst,INC-2026397,Escalated
ESC-0397,ALT-001573,ANL-014,Discretionary,2026-07-02 13:33:00,Lead Analyst,INC-2026398,Escalated
ESC-0398,ALT-001575,ANL-003,Yes,2026-06-14 14:11:00,Tier-2 CSIRT,INC-2026399,Escalated
ESC-0399,ALT-001577,ANL-016,Discretionary,2026-06-13 16:33:00,Lead Analyst,INC-2026400,Escalated
ESC-0400,ALT-001582,ANL-022,Discretionary,2026-08-23 14:37:00,Lead Analyst,INC-2026401,Escalated
ESC-0401,ALT-001584,ANL-017,Discretionary,2026-07-11 12:33:00,Lead Analyst,INC-2026402,Escalated
ESC-0402,ALT-001595,ANL-009,Yes,2026-07-04 15:45:00,Tier-2 CSIRT,INC-2026403,Escalated
ESC-0403,ALT-001602,ANL-019,Discretionary,2026-06-19 06:42:00,Lead Analyst,INC-2026404,Escalated
ESC-0404,ALT-001605,ANL-002,Discretionary,2026-07-27 20:05:00,Lead Analyst,INC-2026405,Escalated
ESC-0405,ALT-001606,ANL-010,Discretionary,2026-08-16 05:30:00,Lead Analyst,INC-2026406,Escalated
ESC-0406,ALT-001609,ANL-016,Discretionary,2026-08-08 14:27:00,Lead Analyst,INC-2026407,Escalated
ESC-0407,ALT-001614,ANL-019,Discretionary,2026-08-05 10:28:00,Lead Analyst,INC-2026408,Escalated
ESC-0408,ALT-001616,ANL-006,Discretionary,2026-07-30 06:50:00,Lead Analyst,INC-2026409,Escalated
ESC-0409,ALT-001617,ANL-015,Discretionary,2026-08-21 12:04:00,Lead Analyst,INC-2026410,Escalated
ESC-0410,ALT-001620,ANL-005,Yes,2026-06-20 02:22:00,Tier-2 CSIRT,INC-2026411,Escalated
ESC-0411,ALT-001623,ANL-007,Discretionary,2026-07-04 04:01:00,Lead Analyst,INC-2026412,Escalated
ESC-0412,ALT-001625,ANL-017,Discretionary,2026-06-20 02:52:00,Lead Analyst,INC-2026413,Escalated
ESC-0413,ALT-001630,ANL-021,Discretionary,2026-08-08 22:38:00,Lead Analyst,INC-2026414,Escalated
ESC-0414,ALT-001632,ANL-008,Yes,2026-08-19 20:18:00,Tier-2 CSIRT,INC-2026415,Escalated
ESC-0415,ALT-001633,ANL-022,Discretionary,2026-06-20 00:35:00,Lead Analyst,INC-2026416,Escalated
ESC-0416,ALT-001635,ANL-001,Discretionary,2026-07-05 17:30:00,Lead Analyst,INC-2026417,Escalated
ESC-0417,ALT-001638,ANL-015,Yes,2026-09-02 21:47:00,Tier-2 CSIRT,INC-2026418,Escalated
ESC-0418,ALT-001640,ANL-010,Yes,2026-08-04 00:36:00,Tier-2 CSIRT,INC-2026419,Escalated
ESC-0419,ALT-001641,ANL-016,Yes,2026-07-02 23:53:00,Tier-2 CSIRT,INC-2026420,Escalated
ESC-0420,ALT-001644,ANL-002,Discretionary,2026-08-20 17:42:00,Lead Analyst,INC-2026421,Escalated
ESC-0421,ALT-001646,ANL-017,Yes,2026-08-30 21:14:00,Tier-2 CSIRT,INC-2026422,Escalated
ESC-0422,ALT-001650,ANL-019,Discretionary,2026-09-05 18:49:00,Lead Analyst,INC-2026423,Escalated
ESC-0423,ALT-001652,ANL-011,Discretionary,2026-09-08 20:50:00,Lead Analyst,INC-2026424,Escalated
ESC-0424,ALT-001653,ANL-002,Yes,2026-08-16 11:15:00,Tier-2 CSIRT,INC-2026425,Escalated
ESC-0425,ALT-001656,ANL-011,Discretionary,2026-07-26 22:01:00,Lead Analyst,INC-2026426,Escalated
ESC-0426,ALT-001663,ANL-006,Discretionary,2026-08-23 09:41:00,Lead Analyst,INC-2026427,Escalated
ESC-0427,ALT-001667,ANL-005,Yes,2026-07-11 10:37:00,Tier-2 CSIRT,INC-2026428,Escalated
ESC-0428,ALT-001670,ANL-005,Discretionary,2026-08-31 09:50:00,Lead Analyst,INC-2026429,Escalated
ESC-0429,ALT-001674,ANL-009,Discretionary,2026-07-20 19:53:00,Lead Analyst,INC-2026430,Escalated
ESC-0430,ALT-001679,ANL-011,Discretionary,2026-08-05 08:46:00,Lead Analyst,INC-2026431,Escalated
ESC-0431,ALT-001686,ANL-013,Discretionary,2026-08-03 12:16:00,Lead Analyst,INC-2026432,Escalated
ESC-0432,ALT-001689,ANL-003,Yes,2026-07-07 01:31:00,Tier-2 CSIRT,INC-2026433,Escalated
ESC-0433,ALT-001692,ANL-006,Yes,2026-07-11 01:02:00,Tier-2 CSIRT,INC-2026434,Escalated
ESC-0434,ALT-001705,ANL-021,Discretionary,2026-07-10 01:50:00,Lead Analyst,INC-2026435,Escalated
ESC-0435,ALT-001707,ANL-022,Yes,2026-06-16 00:52:00,Tier-2 CSIRT,INC-2026436,Escalated
ESC-0436,ALT-001708,ANL-015,Discretionary,2026-09-06 09:29:00,Lead Analyst,INC-2026437,Escalated
ESC-0437,ALT-001720,ANL-010,Discretionary,2026-07-26 11:50:00,Lead Analyst,INC-2026438,Escalated
ESC-0438,ALT-001727,ANL-007,Discretionary,2026-08-30 01:40:00,Lead Analyst,INC-2026439,Escalated
ESC-0439,ALT-001728,ANL-008,Yes,2026-07-19 11:56:00,Tier-2 CSIRT,INC-2026440,Escalated
ESC-0440,ALT-001734,ANL-020,Discretionary,2026-06-23 11:37:00,Lead Analyst,INC-2026441,Escalated
ESC-0441,ALT-001735,ANL-008,Yes,2026-06-18 15:36:00,Tier-2 CSIRT,INC-2026442,Escalated
ESC-0442,ALT-001744,ANL-011,Yes,2026-07-10 20:12:00,Tier-2 CSIRT,INC-2026443,Escalated
ESC-0443,ALT-001745,ANL-005,Yes,2026-08-30 15:56:00,Tier-2 CSIRT,INC-2026444,Escalated
ESC-0444,ALT-001749,ANL-007,Discretionary,2026-09-05 00:43:00,Lead Analyst,INC-2026445,Escalated
ESC-0445,ALT-001751,ANL-008,Discretionary,2026-08-28 05:14:00,Lead Analyst,INC-2026446,Escalated
ESC-0446,ALT-001753,ANL-017,Yes,2026-08-15 21:45:00,Tier-2 CSIRT,INC-2026447,Escalated
ESC-0447,ALT-001755,ANL-014,Yes,2026-09-04 00:44:00,Tier-2 CSIRT,INC-2026448,Escalated
ESC-0448,ALT-001763,ANL-015,Yes,2026-07-22 01:04:00,Tier-2 CSIRT,INC-2026449,Escalated
ESC-0449,ALT-001767,ANL-002,Yes,2026-07-11 18:44:00,Tier-2 CSIRT,INC-2026450,Escalated
ESC-0450,ALT-001773,ANL-009,Yes,2026-07-14 00:16:00,Tier-2 CSIRT,INC-2026451,Escalated
ESC-0451,ALT-001774,ANL-010,Discretionary,2026-08-28 22:35:00,Lead Analyst,INC-2026452,Escalated
ESC-0452,ALT-001775,ANL-001,Yes,2026-07-28 10:09:00,Tier-2 CSIRT,INC-2026453,Escalated
ESC-0453,ALT-001776,ANL-003,Yes,2026-08-11 14:50:00,Tier-2 CSIRT,INC-2026454,Escalated
ESC-0454,ALT-001777,ANL-004,Yes,2026-07-01 10:51:00,Tier-2 CSIRT,INC-2026455,Escalated
ESC-0455,ALT-001780,ANL-007,Yes,2026-08-02 15:39:00,Tier-2 CSIRT,INC-2026456,Escalated
ESC-0456,ALT-001782,ANL-005,Discretionary,2026-06-23 14:35:00,Lead Analyst,INC-2026457,Escalated
ESC-0457,ALT-001785,ANL-019,Discretionary,2026-07-08 08:23:00,Lead Analyst,INC-2026458,Escalated
ESC-0458,ALT-001787,ANL-009,Yes,2026-06-26 20:35:00,Tier-2 CSIRT,INC-2026459,Escalated
ESC-0459,ALT-001796,ANL-005,Yes,2026-07-06 20:00:00,Tier-2 CSIRT,INC-2026460,Escalated
ESC-0460,ALT-001799,ANL-010,Discretionary,2026-06-27 08:36:00,Lead Analyst,INC-2026461,Escalated
ESC-0461,ALT-001804,ANL-001,Discretionary,2026-06-26 01:56:00,Lead Analyst,INC-2026462,Escalated
ESC-0462,ALT-001811,ANL-001,Discretionary,2026-08-19 20:16:00,Lead Analyst,INC-2026463,Escalated
ESC-0463,ALT-001814,ANL-015,Yes,2026-07-02 06:47:00,Tier-2 CSIRT,INC-2026464,Escalated
ESC-0464,ALT-001820,ANL-013,Discretionary,2026-07-04 12:18:00,Lead Analyst,INC-2026465,Escalated
ESC-0465,ALT-001825,ANL-010,Discretionary,2026-07-06 13:26:00,Lead Analyst,INC-2026466,Escalated
