investigation_id,alert_id,analyst_id,started_at,closed_at,investigation_duration,investigation_notes,evidence_count,artifacts_collected,closure_reason,escalated
INV-01983,ALT-003417,ANL-004,2026-07-06 06:13:00,2026-07-06 06:47:24,34.4,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,3,Containment Verified,No
INV-01984,ALT-003419,ANL-002,2026-07-24 15:06:00,2026-07-24 15:35:24,29.4,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,4,Benign Operation,No
INV-01985,ALT-003424,ANL-018,2026-08-01 12:38:00,2026-08-01 12:59:06,21.1,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",4,3,Benign Operation,No
INV-01986,ALT-003427,ANL-019,2026-08-04 01:52:00,2026-08-04 02:27:54,35.9,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",3,3,Containment Verified,No
INV-01987,ALT-003430,ANL-014,2026-06-18 16:07:00,2026-06-18 16:40:06,33.1,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",5,4,Containment Verified,Yes
INV-01988,ALT-003431,ANL-002,2026-07-01 22:11:00,2026-07-01 22:38:36,27.6,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,2,Containment Verified,No
INV-01989,ALT-003432,ANL-006,2026-08-27 03:32:00,2026-08-27 04:04:48,32.8,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",3,4,Benign Operation,No
INV-01990,ALT-003434,ANL-011,2026-07-03 11:31:00,2026-07-03 11:50:30,19.5,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,4,Containment Verified,No
INV-01991,ALT-003435,ANL-005,2026-08-12 18:44:00,2026-08-12 19:08:06,24.1,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,3,Containment Verified,Yes
INV-01992,ALT-003436,ANL-006,2026-09-06 05:56:00,2026-09-06 06:14:24,18.4,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",3,2,Containment Verified,Yes
INV-01993,ALT-003437,ANL-004,2026-07-13 19:57:00,2026-07-13 20:24:12,27.2,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,2,Benign Operation,No
INV-01994,ALT-003438,ANL-014,2026-08-27 16:16:00,2026-08-27 16:52:12,36.2,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,4,Benign Operation,No
INV-01995,ALT-003439,ANL-009,2026-08-29 11:56:00,2026-08-29 12:32:00,36.0,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",3,3,Containment Verified,Yes
INV-01996,ALT-003441,ANL-006,2026-08-23 12:02:00,2026-08-23 12:41:18,39.3,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,2,Benign Operation,No
INV-01997,ALT-003442,ANL-007,2026-07-23 20:41:00,2026-07-23 21:03:54,22.9,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,4,Containment Verified,Yes
INV-01998,ALT-003443,ANL-020,2026-06-14 06:28:00,2026-06-14 07:05:24,37.4,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",5,4,Containment Verified,No
INV-01999,ALT-003444,ANL-008,2026-09-02 22:46:00,2026-09-02 23:16:12,30.2,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",3,2,Benign Operation,No
INV-02000,ALT-003445,ANL-013,2026-09-05 16:29:00,2026-09-05 17:09:36,40.6,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,4,Benign Operation,No
INV-02001,ALT-003448,ANL-002,2026-08-08 21:14:00,2026-08-08 21:52:18,38.3,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",5,4,Benign Operation,No
INV-02002,ALT-003450,ANL-007,2026-08-18 20:40:00,2026-08-18 21:09:36,29.6,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,2,Benign Operation,No
INV-02003,ALT-003452,ANL-001,2026-06-15 09:37:00,2026-06-15 10:09:36,32.6,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,3,Benign Operation,No
INV-02004,ALT-003453,ANL-015,2026-07-30 21:55:00,2026-07-30 22:24:00,29.0,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",5,4,Containment Verified,Yes
INV-02005,ALT-003455,ANL-022,2026-07-12 03:58:00,2026-07-12 04:27:24,29.4,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,3,Containment Verified,Yes
INV-02006,ALT-003459,ANL-018,2026-07-30 04:18:00,2026-07-30 04:46:00,28.0,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,2,Benign Operation,No
INV-02007,ALT-003461,ANL-012,2026-09-05 17:20:00,2026-09-05 17:45:48,25.8,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,2,Containment Verified,Yes
INV-02008,ALT-003464,ANL-008,2026-07-29 11:11:00,2026-07-29 11:50:18,39.3,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,2,Benign Operation,No
INV-02009,ALT-003466,ANL-012,2026-07-25 00:06:00,2026-07-25 00:36:42,30.7,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,2,Containment Verified,No
INV-02010,ALT-003468,ANL-012,2026-08-13 14:43:00,2026-08-13 15:03:42,20.7,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",3,2,Containment Verified,No
INV-02011,ALT-003469,ANL-014,2026-06-29 00:10:00,2026-06-29 00:51:06,41.1,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",4,3,Benign Operation,No
INV-02012,ALT-003471,ANL-006,2026-09-04 13:02:00,2026-09-04 13:29:00,27.0,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",5,4,Benign Operation,No
INV-02013,ALT-003472,ANL-004,2026-07-24 21:31:00,2026-07-24 21:52:24,21.4,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,3,Benign Operation,No
INV-02014,ALT-003473,ANL-015,2026-08-22 09:53:00,2026-08-22 10:20:12,27.2,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,3,Containment Verified,Yes
INV-02015,ALT-003475,ANL-016,2026-06-13 04:16:00,2026-06-13 04:42:54,26.9,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,2,Containment Verified,No
INV-02016,ALT-003476,ANL-017,2026-07-03 18:50:00,2026-07-03 19:06:30,16.5,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",3,2,Containment Verified,No
INV-02017,ALT-003477,ANL-021,2026-08-23 08:28:00,2026-08-23 08:50:06,22.1,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,3,Containment Verified,Yes
INV-02018,ALT-003478,ANL-009,2026-06-25 03:30:00,2026-06-25 04:03:48,33.8,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,2,Benign Operation,No
INV-02019,ALT-003479,ANL-005,2026-08-18 21:30:00,2026-08-18 22:02:00,32.0,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,2,Containment Verified,No
INV-02020,ALT-003481,ANL-005,2026-07-07 17:32:00,2026-07-07 17:54:00,22.0,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,3,Containment Verified,No
INV-02021,ALT-003482,ANL-021,2026-08-05 00:24:00,2026-08-05 01:02:42,38.7,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,4,Benign Operation,No
INV-02022,ALT-003487,ANL-020,2026-07-23 08:30:00,2026-07-23 09:05:18,35.3,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,2,Containment Verified,No
INV-02023,ALT-003488,ANL-016,2026-07-23 12:14:00,2026-07-23 12:55:30,41.5,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",5,2,Benign Operation,No
INV-02024,ALT-003490,ANL-002,2026-07-11 04:53:00,2026-07-11 05:32:48,39.8,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,4,Containment Verified,Yes
INV-02025,ALT-003496,ANL-007,2026-07-06 04:08:00,2026-07-06 04:32:54,24.9,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,2,Benign Operation,No
INV-02026,ALT-003497,ANL-014,2026-09-08 23:10:00,2026-09-08 23:43:36,33.6,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,2,Containment Verified,Yes
INV-02027,ALT-003498,ANL-016,2026-07-16 17:25:00,2026-07-16 17:57:54,32.9,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,4,Benign Operation,No
INV-02028,ALT-003499,ANL-021,2026-08-26 07:42:00,2026-08-26 08:13:18,31.3,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",5,3,Containment Verified,Yes
INV-02029,ALT-003501,ANL-020,2026-09-04 05:38:00,2026-09-04 06:05:42,27.7,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,4,Benign Operation,No
INV-02030,ALT-003502,ANL-005,2026-06-29 07:39:00,2026-06-29 07:55:54,16.9,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,4,Benign Operation,No
INV-02031,ALT-003503,ANL-006,2026-09-01 11:35:00,2026-09-01 12:16:18,41.3,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,4,Containment Verified,No
INV-02032,ALT-003504,ANL-016,2026-07-03 20:29:00,2026-07-03 21:04:06,35.1,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,3,Containment Verified,No
INV-02033,ALT-003507,ANL-015,2026-06-21 13:38:00,2026-06-21 14:09:30,31.5,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,3,Containment Verified,Yes
INV-02034,ALT-003508,ANL-015,2026-07-24 09:43:00,2026-07-24 10:12:12,29.2,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",3,2,Containment Verified,Yes
INV-02035,ALT-003509,ANL-001,2026-07-27 19:42:00,2026-07-27 20:20:42,38.7,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,2,Containment Verified,No
INV-02036,ALT-003511,ANL-019,2026-09-07 13:13:00,2026-09-07 13:28:36,15.6,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,4,Benign Operation,No
INV-02037,ALT-003513,ANL-002,2026-08-24 01:51:00,2026-08-24 02:15:42,24.7,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",4,4,Containment Verified,Yes
INV-02038,ALT-003517,ANL-021,2026-06-13 18:54:00,2026-06-13 19:30:42,36.7,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,2,Benign Operation,No
INV-02039,ALT-003518,ANL-015,2026-06-20 00:41:00,2026-06-20 00:58:36,17.6,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,4,Containment Verified,No
INV-02040,ALT-003519,ANL-019,2026-06-22 17:13:00,2026-06-22 17:52:00,39.0,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,3,Benign Operation,No
INV-02041,ALT-003521,ANL-018,2026-06-16 05:15:00,2026-06-16 05:50:06,35.1,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,4,Containment Verified,Yes
INV-02042,ALT-003522,ANL-002,2026-08-27 15:38:00,2026-08-27 16:02:06,24.1,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,3,Containment Verified,Yes
INV-02043,ALT-003527,ANL-002,2026-09-08 22:40:00,2026-09-08 23:05:30,25.5,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,3,Containment Verified,Yes
INV-02044,ALT-003528,ANL-019,2026-08-26 13:33:00,2026-08-26 13:58:06,25.1,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",3,3,Containment Verified,Yes
INV-02045,ALT-003529,ANL-006,2026-08-31 15:43:00,2026-08-31 16:19:12,36.2,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,3,Containment Verified,No
INV-02046,ALT-003530,ANL-011,2026-08-14 03:52:00,2026-08-14 04:30:18,38.3,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,3,Containment Verified,Yes
INV-02047,ALT-003531,ANL-021,2026-08-17 11:05:00,2026-08-17 11:40:48,35.8,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",3,4,Containment Verified,Yes
INV-02048,ALT-003532,ANL-009,2026-07-10 00:33:00,2026-07-10 00:57:36,24.6,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,3,Containment Verified,No
INV-02049,ALT-003533,ANL-006,2026-07-25 05:47:00,2026-07-25 06:25:18,38.3,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",3,3,Containment Verified,Yes
INV-02050,ALT-003534,ANL-009,2026-08-29 11:05:00,2026-08-29 11:44:30,39.5,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,3,Benign Operation,No
INV-02051,ALT-003535,ANL-005,2026-07-25 21:22:00,2026-07-25 21:59:36,37.6,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",5,3,Benign Operation,No
INV-02052,ALT-003537,ANL-019,2026-06-20 01:39:00,2026-06-20 02:05:42,26.7,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,2,Containment Verified,Yes
INV-02053,ALT-003538,ANL-002,2026-08-25 03:32:00,2026-08-25 04:02:48,30.8,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",4,2,Benign Operation,No
INV-02054,ALT-003542,ANL-016,2026-08-22 06:36:00,2026-08-22 06:57:36,21.6,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",4,3,Containment Verified,Yes
INV-02055,ALT-003544,ANL-013,2026-08-06 01:39:00,2026-08-06 02:19:36,40.6,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,4,Benign Operation,No
INV-02056,ALT-003545,ANL-022,2026-09-01 03:36:00,2026-09-01 04:09:18,33.3,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,2,Benign Operation,No
INV-02057,ALT-003552,ANL-017,2026-06-29 20:37:00,2026-06-29 21:04:42,27.7,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,3,Containment Verified,No
INV-02058,ALT-003553,ANL-006,2026-08-24 10:44:00,2026-08-24 11:07:36,23.6,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,3,Containment Verified,Yes
INV-02059,ALT-003554,ANL-002,2026-06-22 21:48:00,2026-06-22 22:03:48,15.8,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,4,Benign Operation,No
INV-02060,ALT-003555,ANL-006,2026-06-15 11:24:00,2026-06-15 11:54:06,30.1,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",5,2,Containment Verified,No
INV-02061,ALT-003561,ANL-007,2026-07-08 15:30:00,2026-07-08 15:54:00,24.0,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",5,4,Benign Operation,No
INV-02062,ALT-003563,ANL-015,2026-06-21 11:53:00,2026-06-21 12:26:06,33.1,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,3,Containment Verified,Yes
INV-02063,ALT-003564,ANL-020,2026-06-20 07:03:00,2026-06-20 07:41:06,38.1,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",5,4,Containment Verified,No
INV-02064,ALT-003567,ANL-013,2026-09-06 18:42:00,2026-09-06 18:56:30,14.5,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,4,Benign Operation,No
INV-02065,ALT-003568,ANL-011,2026-08-16 08:24:00,2026-08-16 08:56:36,32.6,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,2,Containment Verified,Yes
INV-02066,ALT-003569,ANL-008,2026-06-29 18:43:00,2026-06-29 19:08:48,25.8,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,4,Containment Verified,Yes
INV-02067,ALT-003570,ANL-022,2026-08-05 13:06:00,2026-08-05 13:40:06,34.1,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",5,3,Containment Verified,Yes
INV-02068,ALT-003571,ANL-015,2026-06-22 03:52:00,2026-06-22 04:08:36,16.6,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",4,3,Containment Verified,Yes
INV-02069,ALT-003572,ANL-007,2026-06-30 01:06:00,2026-06-30 01:33:30,27.5,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,4,Benign Operation,No
INV-02070,ALT-003573,ANL-006,2026-07-31 17:43:00,2026-07-31 18:23:36,40.6,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",5,3,Containment Verified,No
INV-02071,ALT-003575,ANL-018,2026-08-04 19:04:00,2026-08-04 19:41:12,37.2,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,2,Containment Verified,Yes
INV-02072,ALT-003580,ANL-006,2026-08-08 01:38:00,2026-08-08 02:16:12,38.2,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,3,Containment Verified,No
INV-02073,ALT-003582,ANL-002,2026-07-01 00:09:00,2026-07-01 00:23:36,14.6,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",3,4,Containment Verified,Yes
INV-02074,ALT-003584,ANL-010,2026-08-07 00:06:00,2026-08-07 00:40:54,34.9,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",5,3,Containment Verified,Yes
INV-02075,ALT-003585,ANL-017,2026-06-19 18:11:00,2026-06-19 18:36:30,25.5,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",4,4,Containment Verified,Yes
INV-02076,ALT-003586,ANL-015,2026-09-06 12:30:00,2026-09-06 12:59:06,29.1,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,4,Containment Verified,Yes
INV-02077,ALT-003588,ANL-002,2026-08-31 02:41:00,2026-08-31 03:16:54,35.9,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,2,Benign Operation,No
INV-02078,ALT-003589,ANL-018,2026-08-29 08:38:00,2026-08-29 09:17:36,39.6,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",5,3,Benign Operation,No
INV-02079,ALT-003591,ANL-006,2026-09-03 15:17:00,2026-09-03 15:39:24,22.4,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",3,3,Benign Operation,No
INV-02080,ALT-003592,ANL-012,2026-07-08 02:26:00,2026-07-08 02:46:12,20.2,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",4,3,Containment Verified,No
INV-02081,ALT-003595,ANL-013,2026-06-27 19:19:00,2026-06-27 19:44:36,25.6,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",5,2,Benign Operation,No
INV-02082,ALT-003596,ANL-002,2026-06-18 22:04:00,2026-06-18 22:38:06,34.1,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,2,Containment Verified,Yes
INV-02083,ALT-003600,ANL-005,2026-09-07 23:41:00,2026-09-08 00:05:06,24.1,"Correlated firewall drop events with endpoint DNS query logs. Detected domain fronting attempt against CDN endpoint. Evidence artifacts and PCAP extract attached.",5,2,Containment Verified,No
INV-02084,ALT-003603,ANL-019,2026-08-25 22:26:00,2026-08-25 23:01:12,35.2,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,3,Containment Verified,Yes
INV-02085,ALT-003604,ANL-012,2026-09-05 01:58:00,2026-09-05 02:20:00,22.0,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",4,4,Containment Verified,Yes
INV-02086,ALT-003605,ANL-001,2026-07-27 04:46:00,2026-07-27 05:11:54,25.9,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,2,Containment Verified,Yes
INV-02087,ALT-003606,ANL-018,2026-06-20 21:14:00,2026-06-20 21:37:12,23.2,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,2,Benign Operation,No
INV-02088,ALT-003607,ANL-017,2026-07-13 01:33:00,2026-07-13 01:59:24,26.4,"Memory dump and Windows Event Log 4624/4625 scrutinized. Lateral movement attempt blocked by host firewall. Evidence artifacts securely archived in vault.",4,3,Containment Verified,Yes
INV-02089,ALT-003608,ANL-004,2026-06-24 18:36:00,2026-06-24 18:52:18,16.3,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",4,4,Benign Operation,No
INV-02090,ALT-003610,ANL-004,2026-06-27 07:56:00,2026-06-27 08:36:12,40.2,"Investigated suspicious PowerShell invocation with base64 encoded command. Decoded payload revealed credential harvesting script. Credentials revoked and host quarantined.",3,3,Containment Verified,Yes
INV-02091,ALT-003611,ANL-007,2026-08-07 20:42:00,2026-08-07 21:15:36,33.6,"Validated alert with scheduled task audit. Discovered persistence backdoor under TaskScheduler. Scheduled task deleted and hash submitted for blacklisting.",3,3,Benign Operation,No
INV-02092,ALT-003613,ANL-014,2026-07-12 17:57:00,2026-07-12 18:23:18,26.3,"Triage initiated following telemetry trigger. Process tree analyzed down to parent PID. Network socket correlation confirmed outbound SSL beaconing to untrusted external IP. Host isolated pending escalation.",3,3,Containment Verified,Yes
