alert_id,soc_id,timestamp,severity,asset_id,asset_criticality,alert_type,detection_rule,status,assigned_analyst
ALT-006126,SOC-BETA,2026-09-06 21:55:00,High,AST-0029,Critical,DET-T1567-Exfiltration_Over_Web_Service_10,RUL-010,Closed,ANL-024
ALT-006127,SOC-BETA,2026-08-21 17:30:00,Medium,AST-0360,Medium,DET-T1090-Proxy_13,RUL-013,Closed,ANL-040
ALT-006128,SOC-BETA,2026-07-31 18:22:00,High,AST-0117,High,DET-T1078-Valid_Accounts_30,RUL-030,Closed,ANL-029
ALT-006129,SOC-BETA,2026-06-27 01:02:00,Medium,AST-0235,Medium,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-034
ALT-006130,SOC-BETA,2026-07-27 08:05:00,High,AST-0043,Critical,DET-T1566-Phishing_62,RUL-062,Closed,ANL-034
ALT-006131,SOC-BETA,2026-07-15 23:21:00,High,AST-0040,Critical,DET-T1059-Command_and_Scripting_Interpreter_01,RUL-001,Closed,ANL-039
ALT-006132,SOC-BETA,2026-09-01 08:22:00,Medium,AST-0236,Medium,DET-T1046-Network_Service_Discovery_06,RUL-006,Under Review,ANL-026
ALT-006133,SOC-BETA,2026-09-08 21:01:00,Low,AST-0235,Medium,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-029
ALT-006134,SOC-BETA,2026-07-02 21:25:00,High,AST-0010,Critical,DET-T1055-Process_Injection_12,RUL-012,Closed,ANL-023
ALT-006135,SOC-BETA,2026-08-27 22:35:00,Critical,AST-0168,High,DET-T1110-Brute_Force_53,RUL-053,Closed,ANL-024
ALT-006136,SOC-BETA,2026-07-06 06:55:00,Medium,AST-0416,Low,DET-T1190-Exploit_Public-Facing_Application_14,RUL-014,Closed,ANL-031
ALT-006137,SOC-BETA,2026-06-23 02:49:00,Medium,AST-0293,Medium,DET-T1055-Process_Injection_42,RUL-042,Closed,ANL-038
ALT-006138,SOC-BETA,2026-08-10 02:12:00,Medium,AST-0119,High,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-033
ALT-006139,SOC-BETA,2026-07-01 13:38:00,High,AST-0143,High,DET-T1562-Impair_Defenses_52,RUL-052,Closed,ANL-030
ALT-006140,SOC-BETA,2026-08-13 18:26:00,Medium,AST-0370,Low,DET-T1090-Proxy_73,RUL-073,Closed,ANL-035
ALT-006141,SOC-BETA,2026-07-16 20:29:00,Medium,AST-0373,Low,DET-T1021-Remote_Services_79,RUL-079,Closed,ANL-034
ALT-006142,SOC-BETA,2026-06-17 21:46:00,Low,AST-0166,High,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-036
ALT-006143,SOC-BETA,2026-08-15 22:47:00,High,AST-0448,Low,DET-T1562-Impair_Defenses_67,RUL-067,Closed,ANL-023
ALT-006144,SOC-BETA,2026-08-15 08:59:00,High,AST-0081,High,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-024
ALT-006145,SOC-BETA,2026-09-09 15:01:00,Medium,AST-0115,High,DET-T1078-Valid_Accounts_45,RUL-045,Closed,ANL-027
ALT-006146,SOC-BETA,2026-06-15 02:27:00,Medium,AST-0234,Medium,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-035
ALT-006147,SOC-BETA,2026-06-26 01:55:00,Medium,AST-0374,Low,DET-T1070-Indicator_Removal_on_Host_84,RUL-084,Closed,ANL-028
ALT-006148,SOC-BETA,2026-06-28 09:39:00,Low,AST-0276,Medium,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-024
ALT-006149,SOC-BETA,2026-07-13 04:15:00,High,AST-0126,High,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-030
ALT-006150,SOC-BETA,2026-09-01 16:13:00,Critical,AST-0044,Critical,DET-T1053-Scheduled_Task/Job_03,RUL-003,Closed,ANL-027
ALT-006151,SOC-BETA,2026-07-20 08:35:00,Medium,AST-0339,Medium,DET-T1090-Proxy_58,RUL-058,Closed,ANL-030
ALT-006152,SOC-BETA,2026-07-13 22:15:00,Low,AST-0197,Medium,DET-T1567-Exfiltration_Over_Web_Service_100,RUL-100,Closed,ANL-036
ALT-006153,SOC-BETA,2026-06-15 06:55:00,Low,AST-0142,High,DET-T1566-Phishing_17,RUL-017,Closed,ANL-035
ALT-006154,SOC-BETA,2026-07-20 07:41:00,Medium,AST-0324,Medium,DET-T1567-Exfiltration_Over_Web_Service_100,RUL-100,Closed,ANL-036
ALT-006155,SOC-BETA,2026-07-15 16:04:00,High,AST-0063,High,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-030
ALT-006156,SOC-BETA,2026-08-09 22:40:00,High,AST-0150,High,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-034
ALT-006157,SOC-BETA,2026-08-26 07:09:00,High,AST-0396,Low,DET-T1021-Remote_Services_49,RUL-049,Closed,ANL-037
ALT-006158,SOC-BETA,2026-06-15 01:37:00,Critical,AST-0062,High,DET-T1567-Exfiltration_Over_Web_Service_40,RUL-040,Closed,ANL-035
ALT-006159,SOC-BETA,2026-07-20 15:53:00,Low,AST-0097,High,DET-T1190-Exploit_Public-Facing_Application_89,RUL-089,Closed,ANL-027
ALT-006160,SOC-BETA,2026-06-19 00:52:00,Medium,AST-0061,High,DET-T1110-Brute_Force_23,RUL-023,Closed,ANL-039
ALT-006161,SOC-BETA,2026-06-22 23:15:00,Low,AST-0346,Medium,DET-T1562-Impair_Defenses_07,RUL-007,Closed,ANL-024
ALT-006162,SOC-BETA,2026-06-23 22:41:00,Low,AST-0104,High,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-036
ALT-006163,SOC-BETA,2026-09-04 11:53:00,High,AST-0106,High,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-028
ALT-006164,SOC-BETA,2026-09-02 11:49:00,Low,AST-0472,Low,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-029
ALT-006165,SOC-BETA,2026-09-03 07:45:00,Critical,AST-0077,High,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-027
ALT-006166,SOC-BETA,2026-09-06 12:08:00,Low,AST-0438,Low,DET-T1486-Data_Encrypted_for_Impact_26,RUL-026,Closed,ANL-038
ALT-006167,SOC-BETA,2026-08-14 18:15:00,Low,AST-0155,High,DET-T1053-Scheduled_Task/Job_18,RUL-018,Closed,ANL-023
ALT-006168,SOC-BETA,2026-06-16 06:29:00,High,AST-0044,Critical,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-037
ALT-006169,SOC-BETA,2026-08-15 04:15:00,Medium,AST-0476,Low,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-029
ALT-006170,SOC-BETA,2026-08-08 01:06:00,Critical,AST-0145,High,DET-T1566-Phishing_92,RUL-092,Closed,ANL-033
ALT-006171,SOC-BETA,2026-07-06 19:28:00,Critical,AST-0180,Medium,DET-T1566-Phishing_17,RUL-017,Closed,ANL-023
ALT-006172,SOC-BETA,2026-08-14 08:53:00,Medium,AST-0081,High,DET-T1059-Command_and_Scripting_Interpreter_31,RUL-031,Closed,ANL-038
ALT-006173,SOC-BETA,2026-08-05 05:39:00,Low,AST-0252,Medium,DET-T1562-Impair_Defenses_97,RUL-097,Closed,ANL-032
ALT-006174,SOC-BETA,2026-07-01 03:50:00,Medium,AST-0407,Low,DET-T1055-Process_Injection_27,RUL-027,Closed,ANL-028
ALT-006175,SOC-BETA,2026-09-07 14:37:00,Low,AST-0344,Medium,DET-T1070-Indicator_Removal_on_Host_69,RUL-069,Closed,ANL-038
ALT-006176,SOC-BETA,2026-08-03 00:06:00,Medium,AST-0468,Low,DET-T1021-Remote_Services_64,RUL-064,Closed,ANL-027
ALT-006177,SOC-BETA,2026-07-09 18:55:00,High,AST-0170,High,DET-T1566-Phishing_92,RUL-092,Closed,ANL-024
ALT-006178,SOC-BETA,2026-09-08 12:39:00,Critical,AST-0107,High,DET-T1190-Exploit_Public-Facing_Application_74,RUL-074,Closed,ANL-040
ALT-006179,SOC-BETA,2026-08-27 00:56:00,Medium,AST-0384,Low,DET-T1090-Proxy_43,RUL-043,Closed,ANL-024
ALT-006180,SOC-BETA,2026-09-09 03:43:00,Medium,AST-0045,Critical,DET-T1486-Data_Encrypted_for_Impact_56,RUL-056,Closed,ANL-028
ALT-006181,SOC-BETA,2026-09-07 00:30:00,High,AST-0083,High,DET-T1059-Command_and_Scripting_Interpreter_31,RUL-031,Closed,ANL-030
ALT-006182,SOC-BETA,2026-06-27 21:29:00,Medium,AST-0389,Low,DET-T1486-Data_Encrypted_for_Impact_41,RUL-041,Closed,ANL-032
ALT-006183,SOC-BETA,2026-08-29 13:52:00,Critical,AST-0043,Critical,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-023
ALT-006184,SOC-BETA,2026-07-03 02:16:00,High,AST-0165,High,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-029
ALT-006185,SOC-BETA,2026-06-19 02:19:00,Low,AST-0054,High,DET-T1566-Phishing_47,RUL-047,Closed,ANL-035
ALT-006186,SOC-BETA,2026-08-11 08:04:00,Medium,AST-0483,Low,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-024
ALT-006187,SOC-BETA,2026-06-18 00:56:00,Critical,AST-0074,High,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-034
ALT-006188,SOC-BETA,2026-06-25 04:07:00,Low,AST-0482,Low,DET-T1486-Data_Encrypted_for_Impact_56,RUL-056,Closed,ANL-032
ALT-006189,SOC-BETA,2026-07-10 00:42:00,High,AST-0408,Low,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-033
ALT-006190,SOC-BETA,2026-07-19 16:13:00,Low,AST-0181,Medium,DET-T1078-Valid_Accounts_75,RUL-075,Closed,ANL-029
ALT-006191,SOC-BETA,2026-07-14 06:49:00,Low,AST-0281,Medium,DET-T1070-Indicator_Removal_on_Host_69,RUL-069,Closed,ANL-025
ALT-006192,SOC-BETA,2026-07-05 12:48:00,Medium,AST-0419,Low,DET-T1070-Indicator_Removal_on_Host_24,RUL-024,Closed,ANL-032
ALT-006193,SOC-BETA,2026-09-08 22:02:00,Medium,AST-0169,High,DET-T1059-Command_and_Scripting_Interpreter_61,RUL-061,Closed,ANL-037
ALT-006194,SOC-BETA,2026-07-14 17:05:00,High,AST-0049,Critical,DET-T1567-Exfiltration_Over_Web_Service_55,RUL-055,Closed,ANL-038
ALT-006195,SOC-BETA,2026-07-30 23:52:00,Medium,AST-0142,High,DET-T1003-OS_Credential_Dumping_35,RUL-035,Closed,ANL-037
ALT-006196,SOC-BETA,2026-09-05 13:20:00,Critical,AST-0136,High,DET-T1059-Command_and_Scripting_Interpreter_76,RUL-076,Closed,ANL-030
ALT-006197,SOC-BETA,2026-06-17 11:04:00,High,AST-0030,Critical,DET-T1566-Phishing_47,RUL-047,Closed,ANL-037
ALT-006198,SOC-BETA,2026-08-18 08:05:00,High,AST-0458,Low,DET-T1190-Exploit_Public-Facing_Application_59,RUL-059,Closed,ANL-037
ALT-006199,SOC-BETA,2026-07-25 08:52:00,Critical,AST-0127,High,DET-T1566-Phishing_47,RUL-047,Under Review,ANL-027
ALT-006200,SOC-BETA,2026-06-22 09:20:00,Low,AST-0093,High,DET-T1059-Command_and_Scripting_Interpreter_16,RUL-016,Closed,ANL-039
ALT-006201,SOC-BETA,2026-08-31 07:51:00,High,AST-0164,High,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-031
ALT-006202,SOC-BETA,2026-06-14 04:22:00,High,AST-0126,High,DET-T1562-Impair_Defenses_07,RUL-007,Closed,ANL-024
ALT-006203,SOC-BETA,2026-06-13 02:40:00,High,AST-0168,High,DET-T1566-Phishing_17,RUL-017,Closed,ANL-023
ALT-006204,SOC-BETA,2026-08-28 13:26:00,High,AST-0042,Critical,DET-T1055-Process_Injection_57,RUL-057,Closed,ANL-025
ALT-006205,SOC-BETA,2026-06-15 16:46:00,Medium,AST-0386,Low,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-037
ALT-006206,SOC-BETA,2026-08-02 11:02:00,Medium,AST-0395,Low,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-031
ALT-006207,SOC-BETA,2026-06-24 20:56:00,Low,AST-0213,Medium,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-027
ALT-006208,SOC-BETA,2026-08-29 00:48:00,Medium,AST-0348,Medium,DET-T1562-Impair_Defenses_22,RUL-022,Closed,ANL-038
ALT-006209,SOC-BETA,2026-07-27 12:12:00,Medium,AST-0349,Medium,DET-T1055-Process_Injection_72,RUL-072,Closed,ANL-038
ALT-006210,SOC-BETA,2026-06-22 02:46:00,High,AST-0147,High,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-034
ALT-006211,SOC-BETA,2026-08-30 21:21:00,High,AST-0124,High,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-029
ALT-006212,SOC-BETA,2026-07-05 23:53:00,Low,AST-0034,Critical,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-038
ALT-006213,SOC-BETA,2026-06-18 08:35:00,High,AST-0428,Low,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-026
ALT-006214,SOC-BETA,2026-07-24 15:13:00,Medium,AST-0399,Low,DET-T1567-Exfiltration_Over_Web_Service_70,RUL-070,Closed,ANL-030
ALT-006215,SOC-BETA,2026-07-30 11:21:00,High,AST-0140,High,DET-T1110-Brute_Force_53,RUL-053,Closed,ANL-038
ALT-006216,SOC-BETA,2026-06-30 04:55:00,Medium,AST-0051,High,DET-T1021-Remote_Services_79,RUL-079,Closed,ANL-036
ALT-006217,SOC-BETA,2026-08-19 03:42:00,High,AST-0134,High,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-030
ALT-006218,SOC-BETA,2026-07-10 13:11:00,Medium,AST-0205,Medium,DET-T1055-Process_Injection_87,RUL-087,Closed,ANL-038
ALT-006219,SOC-BETA,2026-06-17 23:34:00,Low,AST-0093,High,DET-T1078-Valid_Accounts_75,RUL-075,Closed,ANL-039
ALT-006220,SOC-BETA,2026-07-26 13:55:00,Medium,AST-0119,High,DET-T1003-OS_Credential_Dumping_50,RUL-050,Closed,ANL-030
ALT-006221,SOC-BETA,2026-06-27 20:46:00,High,AST-0168,High,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-036
ALT-006222,SOC-BETA,2026-07-07 18:41:00,Medium,AST-0375,Low,DET-T1055-Process_Injection_87,RUL-087,Closed,ANL-033
ALT-006223,SOC-BETA,2026-07-18 14:05:00,High,AST-0086,High,DET-T1090-Proxy_13,RUL-013,Closed,ANL-040
ALT-006224,SOC-BETA,2026-08-02 02:47:00,High,AST-0305,Medium,DET-T1059-Command_and_Scripting_Interpreter_61,RUL-061,Closed,ANL-030
ALT-006225,SOC-BETA,2026-09-09 00:03:00,Critical,AST-0142,High,DET-T1567-Exfiltration_Over_Web_Service_40,RUL-040,Closed,ANL-034
ALT-006226,SOC-BETA,2026-08-25 01:00:00,Medium,AST-0217,Medium,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-026
ALT-006227,SOC-BETA,2026-08-31 23:11:00,Medium,AST-0290,Medium,DET-T1486-Data_Encrypted_for_Impact_56,RUL-056,Closed,ANL-027
ALT-006228,SOC-BETA,2026-07-21 01:46:00,Medium,AST-0383,Low,DET-T1110-Brute_Force_53,RUL-053,Closed,ANL-038
ALT-006229,SOC-BETA,2026-08-27 02:25:00,Medium,AST-0323,Medium,DET-T1567-Exfiltration_Over_Web_Service_85,RUL-085,Closed,ANL-035
ALT-006230,SOC-BETA,2026-06-13 05:00:00,Critical,AST-0077,High,DET-T1078-Valid_Accounts_60,RUL-060,Closed,ANL-036
ALT-006231,SOC-BETA,2026-06-27 06:09:00,High,AST-0433,Low,DET-T1562-Impair_Defenses_07,RUL-007,Under Review,ANL-040
ALT-006232,SOC-BETA,2026-08-10 13:24:00,High,AST-0117,High,DET-T1059-Command_and_Scripting_Interpreter_16,RUL-016,Closed,ANL-040
ALT-006233,SOC-BETA,2026-07-23 04:29:00,Critical,AST-0368,Low,DET-T1486-Data_Encrypted_for_Impact_41,RUL-041,Closed,ANL-039
ALT-006234,SOC-BETA,2026-06-21 17:29:00,Medium,AST-0296,Medium,DET-T1190-Exploit_Public-Facing_Application_59,RUL-059,Closed,ANL-033
ALT-006235,SOC-BETA,2026-07-09 19:52:00,Critical,AST-0106,High,DET-T1110-Brute_Force_53,RUL-053,Closed,ANL-038
ALT-006236,SOC-BETA,2026-08-19 09:12:00,Medium,AST-0403,Low,DET-T1486-Data_Encrypted_for_Impact_56,RUL-056,Under Review,ANL-039
ALT-006237,SOC-BETA,2026-06-28 11:15:00,High,AST-0458,Low,DET-T1562-Impair_Defenses_97,RUL-097,Closed,ANL-036
ALT-006238,SOC-BETA,2026-09-06 09:50:00,Low,AST-0346,Medium,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-032
ALT-006239,SOC-BETA,2026-07-22 19:32:00,Critical,AST-0126,High,DET-T1110-Brute_Force_08,RUL-008,Closed,ANL-032
ALT-006240,SOC-BETA,2026-06-24 17:33:00,High,AST-0027,Critical,DET-T1053-Scheduled_Task/Job_33,RUL-033,Closed,ANL-025
ALT-006241,SOC-BETA,2026-06-17 08:57:00,Medium,AST-0086,High,DET-T1053-Scheduled_Task/Job_78,RUL-078,Closed,ANL-037
ALT-006242,SOC-BETA,2026-06-24 19:13:00,Low,AST-0249,Medium,DET-T1003-OS_Credential_Dumping_20,RUL-020,Closed,ANL-024
ALT-006243,SOC-BETA,2026-07-24 01:34:00,Medium,AST-0217,Medium,DET-T1003-OS_Credential_Dumping_50,RUL-050,Closed,ANL-038
ALT-006244,SOC-BETA,2026-08-15 05:13:00,Medium,AST-0199,Medium,DET-T1190-Exploit_Public-Facing_Application_59,RUL-059,Closed,ANL-023
ALT-006245,SOC-BETA,2026-07-11 20:30:00,High,AST-0044,Critical,DET-T1070-Indicator_Removal_on_Host_39,RUL-039,Closed,ANL-030
ALT-006246,SOC-BETA,2026-07-19 19:00:00,Medium,AST-0321,Medium,DET-T1567-Exfiltration_Over_Web_Service_25,RUL-025,Closed,ANL-029
ALT-006247,SOC-BETA,2026-06-18 15:57:00,Critical,AST-0126,High,DET-T1078-Valid_Accounts_15,RUL-015,Closed,ANL-034
ALT-006248,SOC-BETA,2026-07-23 10:10:00,Medium,AST-0087,High,DET-T1110-Brute_Force_38,RUL-038,Closed,ANL-039
ALT-006249,SOC-BETA,2026-08-18 18:27:00,Low,AST-0472,Low,DET-T1053-Scheduled_Task/Job_93,RUL-093,Closed,ANL-030
ALT-006250,SOC-BETA,2026-07-29 02:45:00,Medium,AST-0081,High,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-037
ALT-006251,SOC-BETA,2026-07-08 01:16:00,Medium,AST-0238,Medium,DET-T1059-Command_and_Scripting_Interpreter_46,RUL-046,Closed,ANL-033
ALT-006252,SOC-BETA,2026-08-16 16:13:00,High,AST-0019,Critical,DET-T1566-Phishing_77,RUL-077,Closed,ANL-029
ALT-006253,SOC-BETA,2026-07-01 01:29:00,Critical,AST-0225,Medium,DET-T1046-Network_Service_Discovery_51,RUL-051,Closed,ANL-025
ALT-006254,SOC-BETA,2026-07-23 08:51:00,Medium,AST-0279,Medium,DET-T1021-Remote_Services_34,RUL-034,Closed,ANL-033
ALT-006255,SOC-BETA,2026-07-16 22:50:00,Medium,AST-0322,Medium,DET-T1486-Data_Encrypted_for_Impact_71,RUL-071,Closed,ANL-037
ALT-006256,SOC-BETA,2026-07-05 00:42:00,Critical,AST-0133,High,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-028
ALT-006257,SOC-BETA,2026-08-16 09:34:00,Medium,AST-0342,Medium,DET-T1055-Process_Injection_42,RUL-042,Closed,ANL-023
ALT-006258,SOC-BETA,2026-06-26 06:22:00,Low,AST-0015,Critical,DET-T1059-Command_and_Scripting_Interpreter_31,RUL-031,Closed,ANL-033
ALT-006259,SOC-BETA,2026-06-21 20:43:00,Low,AST-0345,Medium,DET-T1562-Impair_Defenses_97,RUL-097,Closed,ANL-024
ALT-006260,SOC-BETA,2026-08-12 00:27:00,Low,AST-0390,Low,DET-T1566-Phishing_62,RUL-062,Closed,ANL-038
ALT-006261,SOC-BETA,2026-07-18 19:34:00,Critical,AST-0109,High,DET-T1566-Phishing_32,RUL-032,Closed,ANL-030
ALT-006262,SOC-BETA,2026-09-05 13:42:00,Medium,AST-0087,High,DET-T1070-Indicator_Removal_on_Host_09,RUL-009,Closed,ANL-026
ALT-006263,SOC-BETA,2026-08-22 20:34:00,Critical,AST-0124,High,DET-T1070-Indicator_Removal_on_Host_24,RUL-024,Closed,ANL-026
ALT-006264,SOC-BETA,2026-06-26 01:31:00,Low,AST-0461,Low,DET-T1070-Indicator_Removal_on_Host_24,RUL-024,Closed,ANL-023
ALT-006265,SOC-BETA,2026-08-07 05:42:00,High,AST-0028,Critical,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-040
ALT-006266,SOC-BETA,2026-07-27 07:09:00,High,AST-0170,High,DET-T1021-Remote_Services_34,RUL-034,Closed,ANL-029
ALT-006267,SOC-BETA,2026-08-02 22:12:00,Low,AST-0073,High,DET-T1090-Proxy_43,RUL-043,Closed,ANL-039
ALT-006268,SOC-BETA,2026-07-24 08:44:00,Critical,AST-0019,Critical,DET-T1059-Command_and_Scripting_Interpreter_31,RUL-031,Closed,ANL-027
ALT-006269,SOC-BETA,2026-07-27 07:19:00,Medium,AST-0336,Medium,DET-T1078-Valid_Accounts_30,RUL-030,Closed,ANL-023
ALT-006270,SOC-BETA,2026-06-29 17:07:00,Low,AST-0430,Low,DET-T1003-OS_Credential_Dumping_95,RUL-095,Closed,ANL-037
ALT-006271,SOC-BETA,2026-06-14 14:51:00,Medium,AST-0286,Medium,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-036
ALT-006272,SOC-BETA,2026-08-03 09:21:00,High,AST-0149,High,DET-T1562-Impair_Defenses_82,RUL-082,Closed,ANL-029
ALT-006273,SOC-BETA,2026-06-24 05:43:00,Critical,AST-0350,Medium,DET-T1046-Network_Service_Discovery_06,RUL-006,Closed,ANL-029
ALT-006274,SOC-BETA,2026-08-04 17:03:00,High,AST-0476,Low,DET-T1053-Scheduled_Task/Job_48,RUL-048,Closed,ANL-026
ALT-006275,SOC-BETA,2026-07-31 10:55:00,High,AST-0321,Medium,DET-T1059-Command_and_Scripting_Interpreter_31,RUL-031,Closed,ANL-036
ALT-006276,SOC-BETA,2026-07-03 18:51:00,Medium,AST-0444,Low,DET-T1059-Command_and_Scripting_Interpreter_01,RUL-001,Closed,ANL-028
ALT-006277,SOC-BETA,2026-09-08 15:29:00,Critical,AST-0078,High,DET-T1046-Network_Service_Discovery_96,RUL-096,Closed,ANL-023
ALT-006278,SOC-BETA,2026-07-22 19:38:00,Medium,AST-0360,Medium,DET-T1021-Remote_Services_34,RUL-034,Closed,ANL-023
ALT-006279,SOC-BETA,2026-08-21 19:22:00,Medium,AST-0438,Low,DET-T1055-Process_Injection_72,RUL-072,Closed,ANL-034
ALT-006280,SOC-BETA,2026-08-26 17:04:00,High,AST-0114,High,DET-T1046-Network_Service_Discovery_21,RUL-021,Closed,ANL-027
ALT-006281,SOC-BETA,2026-07-17 03:13:00,High,AST-0450,Low,DET-T1078-Valid_Accounts_30,RUL-030,Closed,ANL-024
ALT-006282,SOC-BETA,2026-07-14 17:01:00,Low,AST-0306,Medium,DET-T1486-Data_Encrypted_for_Impact_26,RUL-026,Closed,ANL-023
ALT-006283,SOC-BETA,2026-09-04 00:41:00,High,AST-0116,High,DET-T1059-Command_and_Scripting_Interpreter_46,RUL-046,Closed,ANL-027
ALT-006284,SOC-BETA,2026-08-25 02:00:00,Medium,AST-0083,High,DET-T1190-Exploit_Public-Facing_Application_29,RUL-029,Closed,ANL-026
ALT-006285,SOC-BETA,2026-07-30 08:19:00,High,AST-0004,Critical,DET-T1078-Valid_Accounts_45,RUL-045,Under Review,ANL-030
ALT-006286,SOC-BETA,2026-09-03 23:24:00,Low,AST-0477,Low,DET-T1070-Indicator_Removal_on_Host_99,RUL-099,Closed,ANL-028
ALT-006287,SOC-BETA,2026-07-24 00:38:00,Medium,AST-0198,Medium,DET-T1053-Scheduled_Task/Job_63,RUL-063,Closed,ANL-031
ALT-006288,SOC-BETA,2026-08-18 09:39:00,Low,AST-0033,Critical,DET-T1567-Exfiltration_Over_Web_Service_40,RUL-040,Closed,ANL-030
ALT-006289,SOC-BETA,2026-08-14 03:15:00,Medium,AST-0104,High,DET-T1053-Scheduled_Task/Job_93,RUL-093,Closed,ANL-037
ALT-006290,SOC-BETA,2026-07-25 22:56:00,Low,AST-0096,High,DET-T1070-Indicator_Removal_on_Host_69,RUL-069,Closed,ANL-032
ALT-006291,SOC-BETA,2026-09-06 18:23:00,Medium,AST-0114,High,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-023
ALT-006292,SOC-BETA,2026-08-08 14:09:00,Critical,AST-0026,Critical,DET-T1562-Impair_Defenses_37,RUL-037,Closed,ANL-025
ALT-006293,SOC-BETA,2026-07-26 23:34:00,Low,AST-0424,Low,DET-T1003-OS_Credential_Dumping_05,RUL-005,Closed,ANL-029
ALT-006294,SOC-BETA,2026-09-08 12:17:00,High,AST-0093,High,DET-T1003-OS_Credential_Dumping_80,RUL-080,Closed,ANL-031
ALT-006295,SOC-BETA,2026-06-24 04:14:00,High,AST-0099,High,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-027
ALT-006296,SOC-BETA,2026-08-13 14:42:00,Medium,AST-0231,Medium,DET-T1566-Phishing_17,RUL-017,Closed,ANL-030
ALT-006297,SOC-BETA,2026-07-14 00:29:00,Critical,AST-0154,High,DET-T1021-Remote_Services_34,RUL-034,Closed,ANL-031
ALT-006298,SOC-BETA,2026-09-05 09:46:00,Medium,AST-0217,Medium,DET-T1053-Scheduled_Task/Job_93,RUL-093,Closed,ANL-038
ALT-006299,SOC-BETA,2026-06-23 03:43:00,High,AST-0163,High,DET-T1003-OS_Credential_Dumping_65,RUL-065,Closed,ANL-037
ALT-006300,SOC-BETA,2026-08-24 12:18:00,Medium,AST-0457,Low,DET-T1110-Brute_Force_98,RUL-098,Closed,ANL-027
ALT-006301,SOC-BETA,2026-06-22 21:49:00,Medium,AST-0479,Low,DET-T1090-Proxy_13,RUL-013,Closed,ANL-032
ALT-006302,SOC-BETA,2026-08-04 09:24:00,Medium,AST-0426,Low,DET-T1090-Proxy_43,RUL-043,Closed,ANL-031
ALT-006303,SOC-BETA,2026-06-22 10:27:00,Low,AST-0043,Critical,DET-T1566-Phishing_32,RUL-032,Closed,ANL-040
ALT-006304,SOC-BETA,2026-09-01 05:45:00,High,AST-0161,High,DET-T1021-Remote_Services_19,RUL-019,Closed,ANL-025
ALT-006305,SOC-BETA,2026-08-06 11:27:00,Medium,AST-0211,Medium,DET-T1059-Command_and_Scripting_Interpreter_91,RUL-091,Closed,ANL-034
ALT-006306,SOC-BETA,2026-08-19 03:14:00,Medium,AST-0242,Medium,DET-T1110-Brute_Force_83,RUL-083,Closed,ANL-039
ALT-006307,SOC-BETA,2026-08-27 05:59:00,Critical,AST-0042,Critical,DET-T1070-Indicator_Removal_on_Host_99,RUL-099,Closed,ANL-039
ALT-006308,SOC-BETA,2026-06-15 10:59:00,Medium,AST-0112,High,DET-T1566-Phishing_62,RUL-062,Closed,ANL-040
